File,Affinity,SMILES
out_11412_EGFR.pdbqt,-8.1,CCOC(=O)CCn1c(=O)oc2cc3ncnc(Nc4cccc(O)c4)c3cc21
out_11413_EGFR.pdbqt,-8.8,COC1(C)C=CC2(C=CCOC(=O)CCCNO1)CNc1ccc2c(O)c1
out_11414_EGFR.pdbqt,-8.1,CC=CC(O)=Cc1ncnc2cc3oc(=O)n(CCCC(=O)OCC)c3cc12
out_11415_EGFR.pdbqt,-9.0,CCOC(=O)CCCS-n1c(=O)oc2cc3ncnc(Nc4cccc(O)c4)c3cc21
out_11416_EGFR.pdbqt,-7.9,C=CCNCN=CC(=CC=C1OC(=O)NC1CCCOC)OC=CCC
out_11417_EGFR.pdbqt,-8.8,C=NC(Nc1cccc(O)c1)=C1C=c2c(oc(=O)n2CCCC(=O)OCC)=CC1C#N
out_11418_EGFR.pdbqt,-6.7,COC(=O)CCCn1c(=O)oc2cc3ncnc(-c4cc(O)ccc4C)c3cc21
out_11419_EGFR.pdbqt,-8.2,CBCOC(=O)c1ccc(O)c(Nc2ncnc3cc4oc(=O)n(CCOC)c4cc23)c1
out_11420_EGFR.pdbqt,-8.0,O=C1NC2CCCC=CC=C1Oc1cc3c(cc12)OCNCCOC3
out_11422_EGFR.pdbqt,-7.2,CCOC1=C=C(O)C(N2C=NN3CC(OC(=O)NCCOC)=C=C2C3)=CC1
out_11423_EGFR.pdbqt,-6.9,CC=C(O)C(=CCCOCC=O)NC1CC(CN)=CCOC(Br)N(COCN)C1
out_11425_EGFR.pdbqt,-6.9,COC1=CC=C(O)C(=CCCCC=O)Nc2ncnc3cc4oc(=O)n(c4cc23)C1
out_11426_EGFR.pdbqt,-9.5,CCOC(=O)c1ccc(OO)c(NC2C=NC=NCC2OC(C)N(CC)COC)c1
out_11427_EGFR.pdbqt,-7.3,CCOC(=O)c1ccc(O)c(C2=NC=NCC2=C2C=C=BS-3=NOC(C2)N3CCOC)c1
out_11428_EGFR.pdbqt,-7.1,CCOCc1ccc(O)c(NC2=NC=NCC2=C=C(C)OC(=O)NCCOC)c1
out_11429_EGFR.pdbqt,-8.0,COCN1CC2CN(C3=CC(C=O)=C3O)NC=NC2=CCCOC1=O
out_11431_EGFR.pdbqt,-7.1,CCOC(=O)c1ccc(ONC2=NC=NC3C2=CC=C(N)OC3NCCOC=O)cc1
out_11432_EGFR.pdbqt,-8.1,COCN1CCN2C(O)=CC=C(ONC=COC1=O)C2C=O
out_11433_EGFR.pdbqt,-9.2,CCOC(=O)CC1=C(CNc2ncnc3cc4oc(=O)n(CCOC)c4cc23)C(O)=CC1
out_11434_EGFR.pdbqt,-8.0,CC1OC(=O)c2ccc(O)c(c2)NC2=NCC1=Cc1sc(=O)n(COCl)c1C=C2
out_11435_EGFR.pdbqt,-8.8,CCOC(=O)c1cccc(NNc2ncnc3cc4c(cc23)N(OCCOC)C(O)O4)c1
out_11436_EGFR.pdbqt,-8.3,CCOC(=O)c1ccc(Cl)c(Nc2ncnc3cc4oc(=O)n(CCOC)c4cc23)c1
out_11437_EGFR.pdbqt,-7.3,CCOC(=O)c1ccc(O)c(Nc2ncnc3cc4oc(=O)n(CCP-C)c4cc23)c1
out_11438_EGFR.pdbqt,-8.2,C=c1c(=C(C=CNc2ccccc2)NC)oc(=O)n1CCCC(=O)OCC
out_11439_EGFR.pdbqt,-8.0,O=C1CCCC=CC=C(c2ccncn2)OC(=O)CCO1
out_11440_EGFR.pdbqt,-9.2,N-NC=NC(Nc1ccccc1)=C1C=C2NCCC(=O)OC2=C1
out_11442_EGFR.pdbqt,-7.8,CCOC(=O)CCCN(C(=O)O)c1ccc2c(c1)=NCC=C=CCCN=CN=2
out_11443_EGFR.pdbqt,-8.2,O=C1CCCOC2=C3CC(=NC=N3)C2OC(=O)CCO1
out_11444_EGFR.pdbqt,-8.1,CCOC(=O)CCCn1c2c(oc1=O)Cc1c(Nc3ccccc3)ncnc1-2
out_11446_EGFR.pdbqt,-7.8,C=C=CC=CCNC=CC1(C=O)C=COCC-N(CCBCC(=O)OC)C=C1
out_11447_EGFR.pdbqt,-8.2,COC(=O)CCCn1c(=O)oc2c1=CC1=C(Nc3ccccc3)N=C=BC1C=2
out_11448_EGFR.pdbqt,-9.6,CCOC(=O)CCN1C(=C2C=C(Nc3ccccc3)CN=C2CO)COC1C
out_11449_EGFR.pdbqt,-7.5,C#CC=CC=CNc1ncnc2cc3oc(=O)n(CCCC(=O)OCC)c3cc12
out_11450_EGFR.pdbqt,-8.8,C=C1C=NN1c1ccc2c(cc1=N)oc(=O)n2CCC(=O)OCC
out_11451_EGFR.pdbqt,-7.4,C=CC=CC(=C)NC=C1N=CN=S-2=CC=c3oc(=O)n(CCCC(=O)OCC)c3=C12
out_11452_EGFR.pdbqt,-7.7,C=CC=CC(=C)NC=c1cc2c(oc(=O)n2CCCC(=O)OCC)c2c1=NC=NP-2
out_11453_EGFR.pdbqt,-7.1,NC12OCCCC(=O)OCCC(=O)OC1=Cc1ncnc(-c3ccccc3)c12
out_11454_EGFR.pdbqt,-7.3,CCOC(=O)CCC#S-n1c(=O)oc2cc3ncnc(Nc4ccccc4)c3cc21
out_11455_EGFR.pdbqt,-8.4,C#CC=CCc1ncnc2c1C(NCCCC(=O)OCC)(C(=O)O)C2
out_11456_EGFR.pdbqt,-7.8,O=COC(=O)CCCN1COC2=CNC(C=C3N=CN=N3)C=C21
out_11457_EGFR.pdbqt,-7.8,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(NC4C=CC=C4C)c3cc21
out_11458_EGFR.pdbqt,-8.0,CCc1cccc(NC2=NC=NC=CCOCNCCCC(=O)OC2C)c1
out_11460_EGFR.pdbqt,-7.3,O=CCCCCCN1CB-CC(CC2=NC=Nc3cccc(c3)N2)=CCOC1=O
out_11461_EGFR.pdbqt,-7.8,CCOC(=O)CCCN1C(=O)OCc2cc3ncnc(Nc4cccc(C)c4)c3cc21
out_11462_EGFR.pdbqt,-8.4,C#CC1=CN(c2ncnc3c2=C2OC(C=3)OC(=O)NCCCCC2C=O)C=CC1
out_11463_EGFR.pdbqt,-6.9,C#Cc1cccc(Nc2nc-nc3cc4oc(=O)n(CCCC(=O)OCC)c4cc23)c1
out_11464_EGFR.pdbqt,-7.8,CC#CC1=CCCN(C=NCC2=C(C)N(CCC(=O)CC=O)C(N)O2)C1
out_11465_EGFR.pdbqt,-8.3,C#CCC=C1C=CCc2cc3c(NCCCC(=O)OCC)c(c2)C(=NC=S-CO3)N1
out_11466_EGFR.pdbqt,-7.4,C#CC(CC=O)CCN1CC=CC2C(COC1C)N=CNN2c1ccccc1
out_11467_EGFR.pdbqt,-6.8,C#Cc1cccc(Nc2ncnc3cc(OC(=O)N-C(=O)OCC)ccc23)c1
out_11468_EGFR.pdbqt,-8.8,Cc1c(C=CCCS2=NC=Nc3cccc2c3)oc(=O)n1CCCCCC=O
out_11470_EGFR.pdbqt,-8.5,C#Cc1cccc(Nc2ncnc3c2=C2c4c(oc(=O)n4CC2C)OC=3)c1
out_11472_EGFR.pdbqt,-8.3,C#CC(C=COC)C=NC1=NC=NC(F)C1=CC1=COC(CC(=O)OCC)C1
out_11473_EGFR.pdbqt,-9.2,C#Cc1ccc(C(=O)OCC)c(NOC2C=CCN3C(C)C(=O)OC23)c1
out_11475_EGFR.pdbqt,-9.0,C#COc1cccc(Nc2ccc3c(c#cncn2)OCN3OCCCCOCC)c1
out_11476_EGFR.pdbqt,-7.6,CCN-C(=O)CN1CC2=CC3C(=CC2C1C)N=CNN3c1ccccc1
out_11477_EGFR.pdbqt,-7.1,COC(=O)CCCn1c2c(oc1=O)C=CN=CN=C1Nc3cccc(c3)C#CC1=C=C2
out_11478_EGFR.pdbqt,-8.7,O=COC#Cc1ccc2c(Nc3ccccc3)ncnc2c1
out_11479_EGFR.pdbqt,-8.3,C#Cc1ccc(O)c(Nc2ncnc(=C)c2=CC2OC(CF)C2CC(=O)OCC)c1
out_11480_EGFR.pdbqt,-6.7,C#Cc1cccc(NC2=NC=NCC2=CCN=S-OCCCC(=O)OCC)c1
out_11481_EGFR.pdbqt,-7.1,C#CC1BC=CC(NC2=NC=NCC2=Cc2c(C)oc(=O)n2CCCC(=O)OCC)=C1
out_11482_EGFR.pdbqt,-8.0,CC(=Cc1ncnc(C=CNc2c#cc(Br)cc2)c1C)CCO
out_11483_EGFR.pdbqt,-8.3,C=CC(C)C(=Cc1cncnc1C1=CNC2=CC=C(Br)C21)OC
out_11484_EGFR.pdbqt,-7.0,N=CN=COCC1C=CCC=CC(Br)c2ccccc21
out_11485_EGFR.pdbqt,-8.1,C=NC(=CC1(C-SC)C=C(OC)C1OC)C1=CC(Br)=CC=C(C)C1
out_11486_EGFR.pdbqt,-7.8,COc1cc2ncnc(C3C=C4C(Br)=CC=C4N3)c2cc1OC
out_11487_EGFR.pdbqt,-8.1,COC(C)=CC=NC=CCC=C1NB-C=C1C=CCBr
out_11488_EGFR.pdbqt,-6.6,C=C1OC=CC(Br)C2=CCCN2c2ncncc2C1OC
out_11489_EGFR.pdbqt,-7.8,COC1=CC2C3=NC=CC4=CN2C4C(CBr)C3=C1OC
out_11490_EGFR.pdbqt,-9.6,C=C1C=CP2C=C1C1(C=C3C=C(CO)C(C=N)=CC3C=N1)N2
out_11491_EGFR.pdbqt,-7.4,COC1=CC2=NC=NC=CC(Br)=CC=CNC(C)=C(C2)C1OS
out_11492_EGFR.pdbqt,-7.4,COC1=CC=NC=NCc2cn(c3ccc(Br)cc23)C1(C)OC
out_11493_EGFR.pdbqt,-8.3,COc1ccc2ncnc(C3=CNC4=CC=C(Br)C=COC43)c2c1
out_11494_EGFR.pdbqt,-8.7,CC1C=CNC12C#P1C=C(OCCCN3CCOCC3)C(CCl)=CC1=NN2O
out_11495_EGFR.pdbqt,-7.3,COc1cc2ncnc3c2cc1OCCCNCCOCCn1cc-3c2cc(Cl)c(F)cc21
out_11496_EGFR.pdbqt,-8.6,Cc1cn2c3c1=CC(=CC=C(OCCCN)C(C)C=NC=N2)C(F)C=3
out_11497_EGFR.pdbqt,-7.5,CC1=C2CC(=C2OCCCN2CCOCC2)C1=CC1=CNCC1
out_11498_EGFR.pdbqt,-8.0,CC(F)=C(N)C=C1CNC=C1C1=C2C=C(OCCCN3CCOCC3)C(C)=C(C2)NC1
out_11499_EGFR.pdbqt,-9.0,CCOCN1CCCOCC(CC)=Cc2ncnc(C3=CN4CC3=CC(F)(Cl)C4)c21
out_11500_EGFR.pdbqt,-7.9,COc1c(OCCCN2CCO2)cc2c3ncnc2c1C(=CC(F)=CCCl)CC3
out_11501_EGFR.pdbqt,-7.6,C=CC1=c2c3c(c(OC)cc2=NC=Nc2cc(c(F)cc2Cl)N1)O3
out_11502_EGFR.pdbqt,-8.5,CN=CC1=C(OC)C(OCCCNB-2CCOCC2)=C2OC=C12
out_11503_EGFR.pdbqt,-8.4,OC1=CC2(C=NC=NC2=CC23CN2C3)C=C1OCCCNC1C#COCC1
out_11504_EGFR.pdbqt,-8.0,C1=NC=NC2=C(CCN2)C2=CCC(O1)C(OCCCN1CCOCC1)=C2
out_11505_EGFR.pdbqt,-7.5,COc1cc2c(cc1OCCCN1CCOCC1)=C(C=CN1C=CC(N)=C(Cl)C1F)CN=2
out_11506_EGFR.pdbqt,-8.0,C=COCC(OC)C1=Cc2cc(ncn2)Nc2cc(F)c(Cl)cc2C(=C)CO1
out_11507_EGFR.pdbqt,-7.1,CC1=C(N)C=CN2C=CC3(C#COCCOCC12F)CC=NC3
out_11508_EGFR.pdbqt,-8.1,COCCOC1=CC2=NCC(C=CCC=CCS-CCl)=C2C1OCCOC
out_11509_EGFR.pdbqt,-8.0,COCCOc1cc2ncnc(C3=CNC4=CC(F)=C(Cl)C43)c2cc1OCCOC
out_11510_EGFR.pdbqt,-8.3,C=C=C(OCCOC)C(=CC=NCC(C=CCCCl)=CN)OCCOC
out_11511_EGFR.pdbqt,-7.9,COC1=C(C)OCC2(CCOC=CC=NC=NC=CNC3=CC(F)(Cl)C=CC32)P1
out_11514_EGFR.pdbqt,-7.0,COCCOC-1Cc2c3ncnc2C=C1OCCOCC1=CC(Cl)C=CN1C=C3
out_11515_EGFR.pdbqt,-7.3,CNC=C(Cl)C=C(F)CCOOC1=CC(=NC#N)C(OCCOC)C(OCCOC)=C1
out_11517_EGFR.pdbqt,-8.2,C=NC1(C)CC(C2(OCCOC)N=CN=C2C=COCCOC)=CC1Cl
out_11518_EGFR.pdbqt,-8.2,COCCOC=COCCOC=CC(CC#CNc1ccc(Cl)c(F)c1)=NC=N
out_11520_EGFR.pdbqt,-8.2,COCCOc1cc2c(=COC3=C4C(F)=C=C4NC3)cc1OCCOCC(Cl)N=2
out_11521_EGFR.pdbqt,-7.7,COCCOC1=CC2=CC3(N=CC2C=C1OCCOC)C(F)C=CC(=CCl)N3C
out_11522_EGFR.pdbqt,-7.4,COC1=CC2=NC=NC(PC=CC=C(C)F)C2C=C1OC
out_11523_EGFR.pdbqt,-7.8,COC=CC=C(CC1=CC(C)=CNC#CNC1)N=CN=NCOC
out_11524_EGFR.pdbqt,-7.5,C=C(OC)C(OCF)c1cncnc1C1=CN=C=C(C)C=C1
out_11525_EGFR.pdbqt,-7.5,COC=Cc1c(COF)ncnc1C1C=CC(C)=CC1=N
out_11526_EGFR.pdbqt,-7.4,COc1cc2ncnc(CC3=C4CCC=C(F)C=C4NC3)c2cc1OC
out_11527_EGFR.pdbqt,-8.6,COc1cc2c3ncnc2cc1OCC(=CC(C)I)CC=C3
out_11528_EGFR.pdbqt,-7.8,C=CC(=CSC=CC(C)=C(F)C=CNC=Cc1ccncn1)OC
out_11529_EGFR.pdbqt,-7.3,COc1cc2c(C3=C=NC4C=CC(O)C=C34)ncnc2cc1OF
out_11530_EGFR.pdbqt,-8.3,COc1cc2ncnc(C3=CNC4C5=P-C(F)=C5C34)c2cc1OC
out_11531_EGFR.pdbqt,-8.3,COc1cc2c3ncnc2cc1OCC1=CC(C)=C(F)CN1C=C3
out_11532_EGFR.pdbqt,-7.8,C=C(CN=CN=CC1=CC(OC)=CCC1)OCc1cc(C)c(F)cc1N
out_11533_EGFR.pdbqt,-8.7,COc1cc2c(CC3=CCC(C)C=C3)ncnc2cc1ON
out_11534_EGFR.pdbqt,-8.1,C=C(OC)C(=CC1=CNC=NC1C1NC=C2C1=NCC(C)=C2F)OCC
out_11535_EGFR.pdbqt,-8.2,C=CS-12=CC(C)=C(F)C=C1NC(=C1C=NCC1(OC)OC)NC2=C
out_11536_EGFR.pdbqt,-7.7,COC1=CC(=P2=CN=C2)C(=N)C=C1OC1C(=CC(C)F)CN2CC12
out_11537_EGFR.pdbqt,-9.2,COC1=CNC23NC(C=C4N=P-c5cc(F)c(Cl)cc54)=C2C=CC13
out_11538_EGFR.pdbqt,-8.9,COc1cc2c(cc1OC)=C(N-CNN-C=CC(Cl)=C(C)F)P(#N)CN=2
out_11539_EGFR.pdbqt,-8.3,COC1C=NC(O)=NC2=CC=C1CC=CNc1cc(F)c(Cl)cc12
out_11540_EGFR.pdbqt,-7.7,COC1=CCC(=C(Cl)C=C2C#CB-C=C(F)C=CN2)C1
out_11541_EGFR.pdbqt,-8.3,Cc1c(F)c(Cl)cc2c1NCOC=C1CC=NC=C1COCC2
out_11542_EGFR.pdbqt,-7.1,COc1ccc2c(OCCC=CC(C)Cl)ncnc2c1
out_11543_EGFR.pdbqt,-8.6,C=C(c1cc(Cl)c(F)cc1N)c1ncnc2cc(OC)c(OC)cc12
out_11544_EGFR.pdbqt,-7.5,COC1=CC2=CC(Cl)=C(F)C=C3NC=CCN=CN=CC2=C3N1
out_11545_EGFR.pdbqt,-8.0,COc1cc2ncnc(C#SNc3ccc(Cl)c(F)c3)c2cc1OC
out_11546_EGFR.pdbqt,-7.5,ClCCC=C1CNC=C1c1cnc2c(c1)C=C(S-I)OCC#C2
out_11547_EGFR.pdbqt,-7.7,CC=C(Cl)C=C1CNC=C1C(N)=C1C=C(OC)C(OC)=CC1=NC
out_11548_EGFR.pdbqt,-7.9,CNC1=CC(F)=C(Cl)CC1Oc1ncnc2cc(OC)ccc12
out_11550_EGFR.pdbqt,-8.5,CN=C1C=C(OC)C2=CC1=NCc1cc(Cl)c(F)cc1C=CO2
out_11551_EGFR.pdbqt,-8.3,C=C1C2=CC(F)=C(Cl)C=C(Cc3ccncnc1ccc3OC)N2
out_11552_EGFR.pdbqt,-7.5,COC1=CC23C=C(Cl)C=C4CN2C=C4CN=CN=C(C3)C1OC
out_11553_EGFR.pdbqt,-8.2,C=COCCNCCCC1=CC(=CCNc2ccc(F)c(Cl)c2)CC=C1CO
out_11554_EGFR.pdbqt,-8.2,CCB=NC=NC(=CC=C(COC)OCCCN1CCOCC1)Nc1ccc(F)c(Cl)c1
out_11555_EGFR.pdbqt,-7.1,Cc1c(C=C(O)COCCCN2CCO2)ncnc1N1C=C(Cl)C(F)=CC1
out_11556_EGFR.pdbqt,-8.7,B-c1ccc(NC2COCCN2CCCOC=CC2(F)N=CN=CC2=COC)cc1
out_11557_EGFR.pdbqt,-6.9,NC=NC1(Nc2ccc(F)c(Cl)c2)CC=C(CO)C1CCCN1CCOCC1
out_11558_EGFR.pdbqt,-8.5,B#CCOCCNCCCC1=CC2=CN(C3=CCC3(C)F)C(O)CC2C=C1OC
out_11559_EGFR.pdbqt,-7.8,COc1cc2ncncc2cc1OCCCN(Cl)CCO
out_11560_EGFR.pdbqt,-7.6,COC1COCCN1CCCC1C=CC=C(Nc2ccc(F)c(Cl)c2)N=CN=C1
out_11561_EGFR.pdbqt,-9.1,COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OCCCN1CCOCC1
out_11562_EGFR.pdbqt,-6.7,ClC1=CCNc2ccc(OCCCN3CCOCC3)c(ccncn2)OC=CC1
out_11563_EGFR.pdbqt,-7.2,COC(=Cc1cc(Nc2ccc(F)c(Cl)c2)ncn1)COC1CCNCC1C
out_11564_EGFR.pdbqt,-8.3,C=CCCCOCCNCCCOC=Cc1c(F)ncnc1COC
out_11565_EGFR.pdbqt,-8.2,COc1cc2ncnccccc(F)c2cc1OCCCN1CCOCC1
out_11567_EGFR.pdbqt,-7.4,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
out_11568_EGFR.pdbqt,-7.6,COc1cc2c(cc1OCCCN1CCOCC1)=Cc1cccn1N=CN=2
out_11570_EGFR.pdbqt,-8.0,COC1COCCN1CCCC12CC=CC=C(N3CC=C(Cl)C(N)C3F)C1=CC2O
out_11571_EGFR.pdbqt,-7.9,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OBCCCN1CCOCC1
out_11572_EGFR.pdbqt,-9.1,C#Cc1cc2cc(c1)C1COCCOC1=C(OCCOC)C=C1CC(=NC=N1)N2
out_11573_EGFR.pdbqt,-7.7,C#CC1=CN(CC)C(c2cc(OCCOC)c(OCCOC)cc2N=CN)=CC1
out_11574_EGFR.pdbqt,-6.6,C#Cc1cccc(COCCOCCC=NC=NC=CCOCCOC)c1
out_11575_EGFR.pdbqt,-8.7,C#CC1=CC=CCCOCOc2cc3c(ncnc3cc2OCCOC)N=C1
out_11576_EGFR.pdbqt,-7.7,C#CC1=CCN-C(NCC2=NC3=CCOCCOC=C(OCCOC)C3=C2)=C1
out_11577_EGFR.pdbqt,-9.1,C#Cc1cccc(NCPOCCOC2C(=C)C(N)=NC=NC=C2COCCOC)c1
out_11578_EGFR.pdbqt,-8.3,COCCc1cc2c(C3=CC#CC=CC=C3)ncnc2cc1OCCOO
out_11579_EGFR.pdbqt,-9.2,C#CC(=BC=C)C=NC1=NC=NCC1=CC(C)(CCOCC)OCCOCO
out_11580_EGFR.pdbqt,-8.7,B#CC=CNC1=NC=NC(=C)C(OC)CC-C(OCCOC)C=C1
out_11581_EGFR.pdbqt,-8.4,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCOCCO4)c1
out_11582_EGFR.pdbqt,-8.2,C=CC1C=CN(C2C=NC3=CCOCCOC=C(OCCOC)C3=C2)C(N)=C1
out_11583_EGFR.pdbqt,-8.2,C#CC1=CCC(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)=C1
out_11584_EGFR.pdbqt,-7.5,COCCOc1ccc(N=CN)c(CNC2=CC(C)=CC=C=C2)c1
out_11585_EGFR.pdbqt,-9.0,B#CC=C=C=C=CNC1=NC=NC=CC1OCCOC
out_11587_EGFR.pdbqt,-7.6,C#CC1=C(C)S-OCCOC(=C=O)C=C2CN=CN=C2NCC=C1
out_11588_EGFR.pdbqt,-8.8,C#Cc1cccc(NC2=NC=NC3=CC(OCCOC)C32)c1
out_11589_EGFR.pdbqt,-8.7,C#Cc1cccc(N2C=NC=NC2=C2C=PN=C(OCC=O)C2)c1
out_11590_EGFR.pdbqt,-7.0,C#Cc1cccc(NCOCCOCC=C2NC=NC=C2COCCOC)c1
out_11591_EGFR.pdbqt,-7.5,C#Cc1cccc(Nc2ncnccc(OCCOCOCCOC)c3cc2-3)c1
out_11592_EGFR.pdbqt,-8.3,C#Cc1cccc(CNc2ncnc3cc(OCCO)c(COCCO)cc23)c1
out_11593_EGFR.pdbqt,-7.6,C#Cc1cccc(Nc2ccncc3c(OCCOC)c(OCCOC)cc2-3)c1
out_11594_EGFR.pdbqt,-8.3,C#CC1=CC=CCC(NC=NC=NC=C(C=C(C)OCCOC)OCCO)=C1
out_11595_EGFR.pdbqt,-8.7,C=CC=C(C)CCOCCc1cc2c(NN)ncnc2cc1CCOCO
out_11596_EGFR.pdbqt,-9.2,C=COCCC(C=CCN=CN=NNc1cccc(C)c1)(CC)OCCOC
out_11597_EGFR.pdbqt,-7.6,NCCOCC=CCN1CC(NC(=O)NCCCCCl)=NC=N1
out_11598_EGFR.pdbqt,-8.7,CCC(N)COC=CC=C(C=CN)c1cc(NCNCCCCl)ncn1
out_11599_EGFR.pdbqt,-7.5,O=C1NCC(=CC#CCl)CCNCCOCC=CCNc2cc(ncn2)N1
out_11600_EGFR.pdbqt,-8.3,CCNCCOCCC1=CNC(N=CN)=CC1NC(CC)N1C(Cl)=CC=CC1Cl
out_11601_EGFR.pdbqt,-7.5,CCNCCOc1ccc(-c2cc(NC(CC)N3CC(Cl)=CCC3O)ncn2)cc1
out_11602_EGFR.pdbqt,-8.6,CCN(CCN)CCC1=CC=CN(C2=CC(C(=O)Nc3c(Cl)cccc3Cl)=NC2)B1O
out_11603_EGFR.pdbqt,-8.5,CCN(CC)CCOc1ccc(Nc2cc(NC(=O)C3=CC=CC3)ncn2)cc1
out_11604_EGFR.pdbqt,-8.5,CC=CC(C=CCNc1cc(NC(=O)Nc2c(Cl)cccc2Cl)ncn1)OCCN
out_11605_EGFR.pdbqt,-9.6,CC(Cl)CNC(Cl)NC(=O)COCNc1ccc(OO)cc1
out_11606_EGFR.pdbqt,-8.3,CCOC(=O)CCCN1C(=C-Cc2c(C)ncnc2Nc2cccc(F)c2)COC1F
out_11607_EGFR.pdbqt,-7.7,O=CCC(O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc21
out_11608_EGFR.pdbqt,-8.3,O=CC=Cc1ncnc(-c2ccc(F)c(F)c2)c1CCC(=O)OCl
out_11609_EGFR.pdbqt,-9.0,CCOC(=O)CCCC1=C=CNC(=O)OC1=CC=NC=NCNc1ccc(F)c(F)c1
out_11610_EGFR.pdbqt,-7.7,CCOC(=O)CCCN1C=C2C=C(NCC3=C(F)C(F)=CC3)N=C=S-N=CC=C2O1
out_11611_EGFR.pdbqt,-9.0,C=C(F)C(F)Nc1ncnc(C)c1C=C1OCNC1CC(C)OCC
out_11612_EGFR.pdbqt,-8.0,O=C1OC2=CC=NC=NCNc3ccccc3C2N1CCCC1CO1
out_11613_EGFR.pdbqt,-8.9,CCOC(=O)CCCN(O)OCC1=CCC2=C(Nc3ccc(F)c(F)c3)N=CN=P-2C1
out_11614_EGFR.pdbqt,-9.3,C=NC=NC=CC=C1COCN1CCCC(=O)OCC
out_11615_EGFR.pdbqt,-7.9,BC1CN(c2ncnc3cc4c(cc23)N(CC)C4)CC=C1F
out_11616_EGFR.pdbqt,-8.0,O=C(CCCOCNC1=C2C=CCN=C2C1)OCCN=Bc1ccc(F)c(F)c1
out_11617_EGFR.pdbqt,-8.4,CCOC(=O)CCCn1c(=O)oc2c1=C=C=C(Nc1ccc(F)cc1)N=CN=CC=2
out_11618_EGFR.pdbqt,-8.4,CCOCNCCCn1c(=O)oc2cc3ncnc(N4C=CC(F)C(F)=C4)c3cc21
out_11619_EGFR.pdbqt,-9.4,CCOC(=O)CCCn1c(=O)sc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc21
out_11620_EGFR.pdbqt,-7.8,CC1=CC(F)=CNC1Nc1ncnc2cc3oc(=O)n(CCCCOCF)c3cc12
out_11622_EGFR.pdbqt,-7.8,CCOCCCCNNC(=O)OC=CC=NC=NCNC(=CC=C(F)NF)OC
out_11623_EGFR.pdbqt,-8.1,C=CCNCN=CN=CC1=CC(N(CCCC(=O)OCC)CSC=O)=CC1
out_11624_EGFR.pdbqt,-9.4,C=C1c2cc(F)c(F)cc2Nc2ncncc2C1CCCC(=O)OCC
out_11625_EGFR.pdbqt,-7.5,C=C(F)C(F)=CC=CNC1ON=CN=C1CC=CCON(O)CCCC(C)OC=O
out_11627_EGFR.pdbqt,-8.6,CCOCN1C(=O)OC=Cc2cc(ncn2)N(C2=CC(C(C)=O)=C2)C1C
out_11628_EGFR.pdbqt,-8.1,O=CC1C=CC=C(Nc2ncnc3cc4c(cc23)N(CCO)C(C=O)O4)C=C1
out_11629_EGFR.pdbqt,-8.7,C=Cc1c(COC(=O)NCCOC)ncnc1Nc1cccc(C(C)=O)c1
out_11630_EGFR.pdbqt,-6.9,C=C1N(CCOC)C(=O)OP1Cc1cc(Nc2cccc(C(C)=O)c2)ncn1
out_11631_EGFR.pdbqt,-8.4,C=C(C=C1C=C(N)CC1=O)Nc1ncnc2cc3oc(=O)n(CCOC)c3cc12
out_11632_EGFR.pdbqt,-8.3,COCCn1c(=O)oc2cc3ncnc(Nc4cccc(C(C)=O)c4)c3cc21
out_11633_EGFR.pdbqt,-8.4,COCCNC(=O)OC=C1Cc2c(Nc3cccc(C(C)=O)c3)ncnc21
out_11634_EGFR.pdbqt,-7.9,CC(=O)c1cccc(NC2N=CN=C3C(N)=C4OC(=O)COCCC4=C32)c1
out_11635_EGFR.pdbqt,-8.5,B-N1CCOCC=CCC(=NCNc2c#cccc2)S-N=CC=COC1=O
out_11636_EGFR.pdbqt,-8.0,CC(=O)c1cccc(Nc2ncnc3cc4c(cc23)N(C=O)CO4)c1
out_11637_EGFR.pdbqt,-8.0,COCCn1c(=O)oc2cc3ncnc(NCC4=C(N-C=O)CC=CC4)c3cc21
out_11638_EGFR.pdbqt,-7.2,CC1C2C=CC13N=C(N=CC=COC(=O)N2)C(C)(C(C)C)C=CC=CN3
out_11639_EGFR.pdbqt,-7.3,COC1C=Cc2c(ncnc2Nc2cccc(C(C)=O)c2)COC(C)N1
out_11641_EGFR.pdbqt,-6.7,COCCNC(=O)C1=Cc2ncc(N3CC=C(C(C)O)CC3N)cc21
out_11642_EGFR.pdbqt,-8.7,C=C1C=CC(C(C)=O)N1c1ncnc2cc3oc(=O)n(CCOC)c3cc12
out_11643_EGFR.pdbqt,-8.2,CCOC(=O)CCN1CC(=C2CC(O)(c3ccc(OCc4ccccn4)cc3)N=CN2)C1=O
out_11644_EGFR.pdbqt,-7.6,CC1OCC2=CC=C(c3ccc(Oc4ccccn4)cc3)C(CCCO)N21
out_11645_EGFR.pdbqt,-7.9,C=NC(CC=CNC1=CC=CNC2CC(C(=O)OCC)C(OC=O)=CC2=N1)OCCC=C=N
