Formula,FW,DSSTox_CID,SR-HSE,SMILES,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
C7H4ClNO3,185.5646,5740,0.0,O=C(Cl)c1cccc([N+](=O)[O-])c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H6AsNO6,263.0365,956,0.0,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H8N2O5,224.1702,5759,0.0,O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C8H7NO3,165.1461,5724,0.0,CC(=O)c1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H6ClNO4,215.5905,24948,0.0,COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H5NO3,139.1088,5765,0.0,O=[N+]([O-])c1cccc(O)c1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C7H5NO4,167.1189,5738,0.0,O=C(O)c1ccccc1[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H6ClNO2,171.581,5744,0.0,O=[N+]([O-])c1ccccc1CCl,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C10H16N2O2,196.2462,28781,0.0,O=C1CC[C@H](C(=O)N2CCCCC2)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H17NO,239.3123,4072,0.0,CN(C)C(=O)C(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H10N2O3,158.1552,1022,0.0,CC(=O)CN(CC(C)=O)N=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H10N2O,150.1778,4455,0.0,CC(=O)Nc1ccc(N)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H11NO,149.1897,4413,0.0,CC(=O)Nc1ccccc1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H20O2,196.286,6946,0.0,C=CC(C)(CCC=C(C)C)OC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H14O6,218.2039,6691,0.0,CC(=O)OCC(COC(C)=O)OC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C8H14O4,174.1944,480,0.0,CC(=O)OC1CC(C)OC(C)O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H18O2,194.2701,4738,0.0,C=C(C)C1CC=C(C)C(OC(C)=O)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H10O2,162.1852,24898,0.0,C=Cc1ccc(OC(C)=O)cc1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H22O2,186.2912,21270,0.0,CC(=O)OCCC(C)CC(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H16O2,144.2114,2006,0.0,CCCCCCOC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H16O3,160.2108,6904,0.0,CCCCOCCOC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H18O6,234.2463,6223,0.0,CC(=O)OCCOCCOCCOC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H18O2,182.2594,27129,0.0,COC(=O)C=C(C)CCC=C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H11NO2,141.1677,24947,0.0,C=CC(=O)N1CCOCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H10O2,198.2173,27855,0.0,O=C(c1ccccc1)c1ccccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H18O2,170.2487,27659,0.0,CCCCCC=CCC(=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C24H32N2O3,396.5225,27258,0.0,CN(C(=O)Cc1cccc2occc12)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H14O4,174.1944,18732,0.0,CCOC(=O)CCC(=O)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H20O4,216.2741,24831,0.0,CCCCOC(=O)C(C)OC(=O)CCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H20O2,172.2646,27559,0.0,CCCCCCOC(=O)CCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H20O2,196.286,24755,0.0,C=CCOC(=O)CCC1CCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H28O2,228.3709,27636,0.0,CCCCCCCC(=O)OCCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H21NO3,215.2893,15753,0.0,CCCCN(CCC(=O)OCC)C(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H8Cl2O5,231.0307,6739,0.0,O=C(Cl)OCCOCCOC(=O)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17H19NO4,301.3371,27543,0.0,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H16N4O3,240.259,21880,0.0,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H7NO2,137.136,1726,0.0,NC(=O)c1ccccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H13NO4S,207.2474,7770,0.0,C=CC(=O)NC(C)(C)CS(=O)(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H9NO,135.1632,5570,0.0,CNC(=O)c1ccccc1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H14N2O,226.2738,5593,0.0,CNC(=O)N(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H13N3O,227.2618,400,0.0,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C15H20N2O4S,324.3953,7,0.0,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H20N2O2,188.2673,20295,0.0,CCCOC(=O)NCCCN(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H9NO4,195.1721,21625,0.0,O=C(O)CONC(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C32H44N4O4,548.7162 (216.3220+216.3220+116.0722),28821,1.0,CCN(CC)CCc1c[nH]c2ccccc12.CCN(CC)CCc1c[nH]c2ccccc12.O=C(O)/C=C/C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C40H50N6O12S2,870.9880 (261.3858+116.0722+261.3858+116.0722+116.0722),27404,0.0,CN(C)CCN(Cc1cccs1)c1ccccn1.CN(C)CCN(Cc1cccs1)c1ccccn1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H14O3,230.2592,20686,0.0,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H6O3,90.0779,27030,0.0,C[C@@H](O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C12H18O7,274.2671,27454,0.0,CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C19H22O6,346.3744,656,0.0,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C15H22O3,250.3334,652,0.0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H10O4,134.1305,7577,0.0,CC(CO)(CO)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H8O4,216.1895,9211,0.0,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H5NO2,123.1094,932,0.0,O=C(O)c1cccnc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H5NO2,123.1094,757,0.0,O=C(O)c1ccncc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C46H54O16,862.9114,28709,0.0,O=C(O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H8O4,132.1146,1654,0.0,O=C(O)CCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H14O2S2,206.3256,5508,0.0,O=C(O)CCCCC1CCSS1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H16O4,188.2209,1640,0.0,O=C(O)CCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H28O2,228.3709,1666,0.0,CCCCCCCCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18H36O2,284.4772,1642,0.0,CCCCCCCCCCCCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18H36O2,284.4772,1642,0.0,CCCCCCCCCCCCCCCCCC(=O)O,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C3H6O3,90.0779,11591,0.0,COCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H6O3,90.0779,11591,0.0,COCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H10O3,226.2274,9122,0.0,O=C(OC(=O)c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H30O4,286.407,7635,0.0,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C15H12O3,240.254,14729,0.0,COC(=O)C1(O)c2ccccc2-c2ccccc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H8O4,132.1146,9145,0.0,COC(=O)CC(=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H10O2,198.2173,28185,0.0,O=C(Oc1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H10O3,214.2167,540,0.0,O=C(Oc1ccccc1)Oc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17H13ClFNO4,349.7408,12354,0.0,C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H16O2,204.2649,27554,0.0,CC/C=C\CCOC(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H16O2,240.297,24494,0.0,O=C(Cc1ccccc1)OCCc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C19H20F3NO4,383.3616,14612,0.0,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18H24O6,336.3796,3938,0.0,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H18O2,206.2808,5403,0.0,CCCCCCOC(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22H42O6,402.5653,6564,0.0,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H17NOS,187.3024,4206,0.0,CCSC(=O)N1CCCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H21NOS,203.3448,4376,0.0,CCCSC(=O)N(CCC)CCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H21NOS,203.3448,1199,0.0,CCCCN(CC)C(=O)SCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H8O,132.1592,4834,0.0,O=C/C=C/c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H6N2O2,174.1561,1361,0.0,Cc1ccc(N=C=O)cc1N=C=O,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C15H22N2O2,262.3474,7588,0.0,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C15H10N2O2,250.2521,4196,0.0,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H8O2,112.1265,27709,0.0,CC1CCC(=O)C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H10O2,126.1531,27675,0.0,CC1CCCC(=O)C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H14O,138.2069,759,0.0,CC1=CC(=O)CC(C)(C)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H6N2OS,142.1789,890,0.0,Cc1cc(=O)[nH]c(=S)[nH]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H4N2O2,112.0868,792,0.0,O=c1ccc(=O)[nH][nH]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H12O4,196.1999,27701,0.0,Cc1occc(=O)c1OC(=O)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H20O2,184.2753,14287,0.0,CCCCCCCC1CCC(=O)O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H16O,152.2334,9331,0.0,CCCCCC1=CCCC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H16O,152.2334,9331,0.0,CCCCCC1=CCCC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H8O2,148.1586,474,0.0,O=C1CCc2ccccc2O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H10O,98.143,359,0.0,O=C1CCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H12O2,140.1797,29324,0.0,CC(=O)C1CCCCC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C15H28O3,256.381,27703,0.0,O=C1CCCCCCCCCCOCCCCO1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H11NO,113.1576,240,0.0,O=C1CCCCCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H10O2,114.1424,7159,0.0,O=C1CCCCCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H9NO,111.1418,1440,0.0,C=CN1CCCC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H6O2,86.0892,224,0.0,O=C1CCCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H20N2O3,288.3416,12412,0.0,COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H9NO2,151.1626,21220,0.0,O=C1NC(=O)[C@@H]2CC=CC[C@H]12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H10N2O4,258.2295,2524,0.0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H6N4O3,158.1154,43,0.0,NC(=O)NC1NC(=O)NC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H6O3,102.0886,6789,0.0,CC1COC(=O)O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H6O3,102.0886,6789,0.0,CC1COC(=O)O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H18O2,170.2487,27437,0.0,CCCCCCC1CCOC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H4O3,88.0621,6600,0.0,O=C1OCCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H16O3,232.275,13433,0.0,COC1=CC(=O)OC(CCc2ccccc2)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H8N4O2,180.164,1336,0.0,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H10O,146.1858,7175,0.0,O=C1CCCc2ccccc21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H18N2O2,246.3049,923,0.0,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H10O,110.1537,6661,0.0,O=CC1CC=CCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H6O,106.1219,134,0.0,O=Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H7NO,121.1366,5338,0.0,O=CNc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H12N2O,128.1723,1040,0.0,O=NN1CCCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18H15OP,278.2849,2121,0.0,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H7O3P,110.0489,493,0.0,CO[PH](=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H15O5PS2,262.2841,17582,0.0,CCS(=O)(=O)CCSP(=O)(OC)OC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18H14N4O5S,398.3926,1256,0.0,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H9N3O2S2,255.3167,6068,0.0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H9N3O2S2,255.3167,6068,1.0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H9NO3S,223.2484,24743,0.0,Nc1ccc2cc(S(=O)(=O)O)ccc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21H36O3S,368.5737,27526,0.0,CCCCCCCCCCCCCCCS(=O)(=O)Oc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H3Cl3O2S,245.5108,29303,0.0,O=S(=O)(Cl)c1c(Cl)cccc1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H6O3S,122.1429,1195,0.0,O=S1(=O)CCCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H4O3S,108.1164,668,0.0,O=S1OCCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H12O2,140.1797,604,0.0,C1CC2OC2CC1C1CO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3BO3,61.833,194,0.0,OB(O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H8O4,144.1253,24485,0.0,CCOC(=O)C=CC(=O)O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H6O3,138.1207,1610,0.0,O=C(O)c1cccc(O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H6O4,142.1094,13098,0.0,O=C(O)c1ccc(CO)o1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H6O4,154.1201,5074,0.0,O=C(O)c1ccc(O)cc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H5NO4,167.1189,21327,0.0,O=C(O)c1cccnc1C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H8O7,192.1235,332,0.0,O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H10O4S,178.2062,24200,0.0,O=C(O)CCSCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H18O2,194.2701,9247,0.0,CC(C)(O)c1ccc(C(C)(C)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H14O,150.2176,27601,0.0,CC(C)(O)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H24O11,344.3124,753,0.0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H19NO,157.2533,9655,0.0,CC1(C)CC(O)CC(C)(C)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H9ClO,156.6095,12316,0.0,Cc1cc(O)cc(C)c1Cl,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C7H6O4,154.1201,1212,0.0,O=C(O)c1ccc(O)c(O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H8O3,152.1473,1969,0.0,COc1cc(C=O)ccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H8O3,152.1473,1969,0.0,COc1cc(C=O)ccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H5ClO,128.5563,1871,0.0,Oc1ccc(Cl)cc1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C6H4Cl2O,163.0014,5001,0.0,Oc1cccc(Cl)c1Cl,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C6H6O2,110.1106,1238,0.0,Oc1cccc(O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H6O2,110.1106,1238,0.0,Oc1cccc(O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H9NO2,151.1626,2082,0.0,CC(=O)Nc1ccccc1O,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H24O,184.3184,7429,0.0,OC1CCCCCCCCCCC1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C3H3N3O3,129.0742,4873,0.0,Oc1nc(O)nc(O)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H8O4,120.1039,18824,0.0,OC1OCCOC1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H16O,176.2548,21446,0.0,OC1CCCCC1c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H7N3O2,177.1601,4504,0.0,Nc1cccc2c(O)nnc(O)c12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H12O4,136.1464,6943,0.0,OCC(CO)(CO)CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21H42O4,358.5558,9160,0.0,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
