DSSTox_CID,SMILES,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD,SR-HSE
1650,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0,0,0,0,0,0,0,0,0,0,0,0
9064,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
6782,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0,0,0,0,0,0,0,0,0,0,0,0
29084,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,0,0,0,0,0,0,0,0,0,0,0,0
31018,Cc1ccc(CCn2c3c(c4cc(Cl)ccc42)CN(C)CC3)cn1,0,0,0,0,0,0,0,0,0,0,0,0
24827,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0,0,0,0,0,0,0,0,0,0,0,0
25118,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,0,0,0,0,0,0,0,0,0,0,0,0
21701,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
14231,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,0,0,0,0,0,0,0,0,0,0,0,0
16266,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl,0,0,0,0,0,0,0,0,0,0,0,0
22425,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1.Cl.Cl,0,0,0,0,0,0,0,0,0,0,0,0
5801,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,0,0,0,0,0,0,0,0,0,0,0,0
27160,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,0,0,0,0,0,0,0,0,0,0,0,0
7743,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,0,0,0,0,0,0,0,0,0,0,0,0
25811,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC.Cl,0,0,0,0,0,0,0,0,0,0,0,0
26397,Cl.O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0,0,0,0,0,0,0,0,0,0,0,0
9227,Clc1ccc2c(c1)Nc1ccccc1S2,0,0,0,0,0,0,0,0,0,0,0,0
24523,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,0,0,0,0,0,0,0,0,0,0,0,0
2730,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,0,0,0,0,0,0,0,0,0,0,0,0
3114,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0,0,0,0,0,0,0,0,0,0,0,0
2180,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,0,0,0,0,0,0,0,0,0,0,0,0
3267,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0,0,0,0,0,0,0,0,0,0,0,0
22068,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0,0,0,0,0,0,0,0,0,0,0,0
21528,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,0,0,0,0,0,0,0,0,0,0,0,0
7291,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0
23903,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
11283,CS(=O)(=O)O.N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,0,0,0,0,0,0,0,0,0,0,0,0
17755,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,0,0,0,0,0,0,0,0,0,0,0,0
27350,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0,0,0,0,0,0,0,0,0,0,0,0
676,Nc1ccccc1C(=O)OCC(O)CO,0,0,0,0,0,0,0,0,0,0,0,0
4404,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0
24122,O.O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0,0,0,0,0,0,0,0,0,0,0,0
6444,CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,0,0,0,0,0,0,0,0,0,0,0,0
12426,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,0,0,0,0,0,0,0,0,0,0,0,0
25424,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,0,0,0,0,0,0,0,0,0,0,0,0
508,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
1379,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
24632,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0,0,0,0,0,0,0,0,0,0,0,0
4553,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
2014,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,0,0,0,0,0,0,0,0,0,0,0,0
28932,Cc1cccc(Nc2ccccc2C(=O)O)c1C,0,0,0,0,0,0,0,0,0,0,0,0
26547,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,0,0,0,0,0,0,0,0,0,0,0,0
5602,CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,0,0,0,0,0,0,0,0,0,0,0,0
7419,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,0,0,0,0,0,0,0,0,0,0,0,0
8300,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0,0,0,0,0,0,0,0,0,0,0,0
20579,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,0,0,0,0,0,0,0,0,0,0,0,0
2364,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
24212,O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1,0,0,0,0,0,0,0,0,0,0,0,0
26138,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0,0,0,0,0,0,0,0,0,0,0,0
97,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,0,0,0,0,0,0,0,0,0,0,0,0
13255,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,0,0,0,0,0,0,0,0,0,0,0,0
1038,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0,0,0,0,0,0,0,0,0,0,0,0
6981,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1C32OO4,0,0,0,0,0,0,0,0,0,0,0,0
2592,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
1715,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0
326,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0,0,0,0
27075,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0,0,0,0,0,0,0,0,0,0,0,0
14482,Cc1cc(O)cc(C)c1Cl,0,0,0,0,0,0,0,0,0,0,0,0
15323,O=C(OCc1ccccc1)c1ccc(O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
27624,CC(C)NCC(O)c1ccc(O)c(O)c1,0,0,0,0,0,0,0,0,0,0,0,0
3427,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,0,0,0,0,0,0,0,0,0,0,0,0
20963,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,0,0,0,0,0,0,0,0,0,0,0,0
7098,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,0,0,0,0,0,0,0,0,0,0,0,0
27860,CC(O)C(=O)O.CCCCCCCCCCCCCCNCCO,0,0,0,0,0,0,0,1,0,0,0,0
13692,CCCCCCCCCCCCSCCOCCO,0,0,0,0,0,0,0,1,0,0,0,0
1532,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,0,0,0,0,0,0,0,1,0,0,0,0
762,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],0,0,0,0,0,0,0,1,0,0,0,0
10419,CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1.[Br-],0,0,0,0,0,0,0,1,0,0,0,0
18705,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].O.O.[Ca+2],0,0,0,0,0,0,0,1,0,0,0,0
6613,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],0,0,0,0,0,0,0,1,0,0,0,0
3801,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],0,0,0,0,0,0,0,1,0,0,0,0
209,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],0,0,0,0,0,0,0,1,0,0,0,0
4731,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],0,0,0,0,0,0,0,1,0,0,0,0
8979,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],0,0,0,0,0,0,0,1,0,0,0,0
7969,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,0,0,0,0,0,0,0,1,0,0,0,0
28373,c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1,0,0,0,0,0,0,0,1,0,0,0,0
28494,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,0,0,0,0,0,0,0,1,0,0,0,0
5871,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,0,0,0,0,0,0,0,1,0,0,0,0
21194,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,0,0,0,0,0,0,0,1,0,0,0,0
21316,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,0,0,0,0,0,0,0,1,0,0,0,0
30270,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,0,0,0,0,0,0,0,1,0,0,0,0
10055,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,0,0,0,0,0,1,0,0,0,0
3994,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,0,0,0,0,0,0,0,1,0,0,0,0
3064,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,0,0,0,0,0,1,0,0,0,0
22501,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,0,0,0,0,0,0,0,1,0,0,0,0
21792,CCOC(=O)Oc1ccc(CCNC(=O)[C@H](CCSC)NC(C)=O)cc1OC(=O)OCC,0,0,0,0,0,0,0,1,0,0,0,0
28851,CC(=O)N[C@@H](CS)C(=O)O,0,0,0,0,0,0,0,1,0,0,0,0
11992,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,0,0,0,0,0,0,0,1,0,0,0,0
25271,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,0,0,0,0,0,0,1,0,0,0,0
7639,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0,0,0,0,0,0,0,1,0,0,0,0
22268,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,0,0,0,0,0,0,0,1,0,0,0,0
20655,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,0,0,0,0,0,0,0,1,0,0,0,0
25577,Cc1ccc(C(C)C)cc2c(C)ccc1-2,0,0,0,0,0,0,0,1,0,0,0,0
3734,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,0,0,0,0,0,0,0,1,0,0,0,0
14750,CC(C)Cn1cnc2c(N)nc3ccccc3c21,0,0,0,0,0,0,0,1,0,0,0,0
26835,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,0,0,0,0,0,0,0,1,0,0,0,0
1188,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,0,0,0,0,0,0,1,0,0,0,0
5263,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0,0,0,0,0,0,0,1,0,0,0,0
6513,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,0,0,0,0,0,0,0,1,0,0,0,0
291,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,0,0,0,0,0,0,0,1,0,0,0,0
402,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,0,0,0,0,0,0,0,1,0,0,0,0
1339,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,0,0,0,0,0,0,0,1,0,0,0,0
4602,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,0,0,0,0,0,0,0,1,0,0,0,0
18925,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,0,0,0,0,0,0,0,1,0,0,0,0
27518,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,0,0,0,0,0,0,0,1,0,0,0,0
2933,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0,0,0,0,0,0,0,1,0,0,0,0
21912,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,0,0,0,0,0,1,0,0,0,0
13175,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0,0,0,0,0,0,0,1,0,0,0,0
16541,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,0,0,0,0,0,0,0,1,0,0,0,0
14947,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0,0,0,0,0,0,0,1,0,0,0,0
6130,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0,0,0,0,0,0,0,1,0,0,0,0
15750,Cl.O=C1OC(CN2CCOCC2)CN1N=Cc1ccc([N+](=O)[O-])o1,0,0,0,0,0,0,0,1,0,0,0,0
5361,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
25944,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
26700,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
4190,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
7791,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,0,0,0,0,0,0,0,1,0,0,0,0
31579,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC.Cl,0,0,0,0,0,0,0,1,0,0,0,0
11571,Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0,0,0,0,0,0,0,1,0,0,0,0
8117,CN(C)CCOC(=O)COc1ccc(Cl)cc1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
5648,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0,0,0,0,0,0,0,1,0,0,0,0
25761,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
10955,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,0,0,0,0,0,0,0,1,0,0,0,0
9742,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C.Cl,0,0,0,0,0,0,0,1,0,0,0,0
28713,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
4100,Cl.NCC(=O)CCC(=O)O,0,0,0,0,0,0,0,1,0,0,0,0
16105,Cl.NNc1nncc2ccccc12,0,0,0,0,0,0,0,1,0,0,0,0
24769,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
6213,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0,0,0,0,0,0,0,1,0,0,0,0
13991,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl,0,0,0,0,0,0,0,1,0,0,0,0
7148,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
4974,Cl.NCCc1cc(O)c(O)cc1O,0,0,0,0,0,0,0,1,0,0,0,0
21485,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
6303,CNC[C@H](O)c1ccc(O)c(O)c1.Cl,0,0,0,0,0,0,0,1,0,0,0,0
25861,Cl.Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2,0,0,0,0,0,0,0,1,0,0,0,0
4459,N[Pt](N)(Cl)Cl,0,0,0,0,0,0,0,1,0,0,0,0
28888,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,0,0,0,0,0,0,0,1,0,0,0,0
5146,O=C(CBr)Nc1ccc(Cl)cc1C(=O)c1ccccc1F,0,0,0,0,0,0,0,1,0,0,0,0
628,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,0,0,0,0,0,0,0,1,0,0,0,0
5987,O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,0,0,0,0,0,0,0,1,0,0,0,0
4876,O=c1[nH]c2cc(Cl)ccc2n1C1CCNCC1,0,0,0,0,0,0,0,1,0,0,0,0
26437,COc1ccc2c(c1)c(CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,0,0,0,0,0,1,0,0,0,0
20282,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,0,0,0,0,0,0,0,1,0,0,0,0
17572,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,0,0,0,0,0,0,0,1,0,0,0,0
29338,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,0,0,0,0,0,0,0,1,0,0,1,0
20786,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,0,0,0,0,0,0,0,1,0,0,1,0
22146,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0,0,0,0,0,1,0,0,1,0
21059,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,0,0,0,0,0,0,0,1,0,0,1,0
12714,ClCCN1CCCC1,0,0,0,0,0,0,0,1,0,0,1,0
24398,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,0,0,0,0,0,0,0,1,0,0,1,0
5065,CNC(=O)Oc1cccc2ccccc12,0,0,0,0,0,0,0,1,0,0,1,0
12373,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0,0,0,0,0,0,0,1,0,0,1,0
24995,CCOCCOC(=O)C=Cc1ccc(OC)cc1,0,0,0,0,0,0,0,1,0,0,1,0
1832,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1,0,0,0,0,0,0,0,1,0,0,1,0
6721,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,0,0,0,0,0,0,0,1,0,0,1,0
20489,COc1ccc2nc(NC(=O)Nc3ccccc3)sc2c1,0,0,0,0,0,0,0,1,0,0,1,0
7538,CNCCc1ccccn1.CS(=O)(=O)O,0,0,0,0,0,0,0,1,0,0,1,0
31496,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,0,0,0,0,0,0,0,1,0,0,1,0
6921,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,0,0,0,0,0,0,0,1,0,0,1,0
14298,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,0,0,0,0,0,0,0,1,0,0,1,0
3027,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,0,0,0,0,0,0,0,1,0,0,1,0
15452,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,0,0,0,0,0,0,0,1,0,0,1,0
14166,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,0,0,0,0,0,0,0,1,0,0,1,0
6836,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,0,0,0,0,0,0,0,1,0,0,1,0
27038,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0,0,0,0,0,0,0,1,0,0,1,0
925,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0,0,0,0,0,0,0,1,0,0,1,0
14679,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,0,0,0,0,0,0,0,1,0,0,1,0
5411,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,0,0,0,0,0,0,0,1,0,0,1,0
7240,Nc1cc(-c2ccncc2)c[nH]c1=O,0,0,0,0,0,0,0,1,0,0,1,0
1766,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,0,0,0,0,0,0,0,1,0,0,1,0
806,Nc1ccc(O)cc1,0,0,0,0,0,0,0,1,0,0,1,0
24681,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,0,0,0,0,0,0,0,1,0,0,1,0
20001,Nc1ncnc(Nc2ccccc2)n1,0,0,0,0,0,0,0,1,0,0,1,0
9610,NCCNCCNCCNCCN,0,0,0,0,0,0,0,1,0,0,1,0
9278,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0,0,0,0,0,0,0,1,0,0,1,0
3475,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0,0,0,0,0,0,0,1,0,0,1,0
7917,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0,0,0,0,0,0,0,1,0,0,1,0
25991,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0,0,0,0,0,0,0,1,0,0,1,0
27309,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0,0,0,0,0,0,0,1,0,0,1,0
1249,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,0,0,0,0,0,0,0,1,0,1,1,0
18856,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,0,0,1,0,1,1,0
1920,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O,0,0,0,0,0,0,0,1,0,1,1,0
26342,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0,0,0,0,0,0,0,1,0,1,1,0
2316,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0,0,0,0,0,0,0,1,0,1,1,0
1985,CCCCCCCCC/C=C\C=C/C=C\C=C/C=C\C(=O)OCC,0,0,0,0,0,0,0,1,0,1,1,0
2803,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,0,0,0,0,0,0,0,1,0,1,1,0
31431,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0,0,0,0,0,0,0,1,0,1,1,0
