,DSSTox_CID,SR-ATAD5,SMILES
220,16673,0.0,Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C
221,1467,0.0,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1
222,29285,0.0,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl
223,2055,0.0,CCOC(=O)c1ccc([C@H]2CC[C@H](NC[C@H](O)COc3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1.Cl
224,1555,0.0,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
225,27258,0.0,ClC1=C(Cl)[C@@]2(Cl)[C@@H]3[C@@H](Cl)C(Cl)C[C@@H]3C1(Cl)C2(Cl)Cl
226,28526,0.0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
227,415,0.0,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
228,2250,0.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
229,3051,0.0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
230,4456,0.0,Nc1ccc2cc3ccccc3cc2c1
231,4105,0.0,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
232,1720,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
233,30037,0.0,CCCCNC(=O)OCC#CI
234,26813,0.0,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
235,24009,0.0,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
236,25338,0.0,COC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
237,27479,0.0,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31
238,13058,0.0,C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O
239,6974,0.0,O=c1[nH]sc2ccccc12
240,2920,0.0,C[C@@]12C(=O)OC(=O)[C@]1(C)C1CCC2O1
241,27703,0.0,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
242,20318,0.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
243,14094,0.0,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
244,21981,0.0,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
245,6444,0.0,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+]
246,24984,0.0,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-]
247,9303,0.0,C=CC(=O)OCC(O)COc1ccccc1
248,22323,0.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
249,26703,0.0,CC(C)CC(C)N(c1ccccc1)c1ccc(N)cc1
250,5534,0.0,CCCC[Sn](Cl)(CCCC)CCCC
251,313,0.0,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
252,27366,0.0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O
253,25474,0.0,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
254,15592,0.0,CCCSc1cc(OC)c(CCN)cc1OC.Cl
255,26402,0.0,Cl.Nc1c2ccccc2nc2ccccc12.O
256,21542,0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl
257,3180,0.0,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC
258,14960,0.0,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
259,26859,0.0,Nc1nc2nc[nH]c2c(=S)[nH]1
260,28783,0.0,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
261,28153,0.0,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
262,4927,0.0,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
263,28988,0.0,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
264,6083,0.0,O=C(O)c1cc(O)c2ccccc2c1O
265,5757,0.0,CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O
266,14256,0.0,O=C([O-])C[C@H](O)CC(O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2]
267,27184,0.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1
268,21704,0.0,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1.O=[N+]([O-])O
269,24492,0.0,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
270,7981,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1
271,24828,0.0,Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl
272,14603,0.0,C/C(=C\c1csc(C)n1)C1C[C@@H]2O[C@]2(C)CCC[C@H](C)C(O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1
273,3698,0.0,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N
274,26985,0.0,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
275,12496,0.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
276,7332,0.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
277,6174,0.0,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC.Cl
278,7442,0.0,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
279,26580,0.0,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
280,22431,0.0,OCC(c1ccc(Cl)cc1)c1ccc(Cl)cc1
281,10055,0.0,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1
282,25092,0.0,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
283,28679,0.0,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1
284,24734,0.0,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
285,5670,0.0,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
286,506,0.0,COc1ccccc1NC(=O)c1cc2ccccc2cc1O
287,2002,0.0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
288,20541,0.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
289,1892,0.0,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
290,24129,0.0,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.COC(N)(CO)CO
291,7541,0.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
292,20714,0.0,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
293,5437,0.0,O=C(O)[C@@H](S)[C@H](S)C(=O)O
294,26083,0.0,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
295,29121,0.0,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21
296,25980,0.0,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O
297,1603,0.0,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1
298,29378,0.0,O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1
299,611,0.0,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1OP(=O)(O)O
300,26490,0.0,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O
301,25814,0.0,Cc1ccc2c(Br)cc(Br)c(O)c2n1
302,28344,0.0,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
303,5885,0.0,CCCCCCCCCCn1cc[n+](C)c1.[Br-]
304,13291,0.0,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.[Na+]
305,4715,0.0,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1
306,6214,0.0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
307,6301,0.0,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
308,2370,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
309,809,0.0,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1
310,10413,0.0,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl
311,5096,0.0,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
312,17601,0.0,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl
313,17257,0.0,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl
314,5575,0.0,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1
315,7787,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
316,13794,0.0,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO
317,10955,0.0,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21
318,7090,0.0,CCCOc1ccc2[nH]c(NC(=O)OC)nc2c1
319,13991,0.0,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21
320,1337,0.0,O=C1c2ccccc2C(=O)N1SC1CCCCC1
321,21255,0.0,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O
322,20001,0.0,Oc1cc(Cl)c(Cl)c(Cl)c1
323,1929,0.0,OCC(S)CS
324,6853,0.0,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C
325,22260,0.0,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
326,119,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
327,20614,0.0,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1
328,3553,0.0,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O
329,26348,0.0,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
330,25514,0.0,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
331,9117,0.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
332,22149,0.0,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
333,9762,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
334,5807,0.0,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1.Cl
335,17,0.0,O=C(CCl)CCl
336,1419,0.0,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C
337,3333,0.0,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O
338,5065,1.0,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
339,115,1.0,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
340,28626,1.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C.Cc1ccc(S(=O)(=O)O)cc1
341,12278,1.0,O=C(O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O
342,1322,1.0,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1
343,26872,1.0,CCCCCCCCCCn1cc[n+](C)c1.[Cl-]
344,1332,1.0,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+]
345,28690,1.0,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
346,1373,1.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl
347,7795,1.0,CO/N=C(/C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1
348,21422,1.0,Nc1ccc(Nc2ccccc2)cc1
349,22264,1.0,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21
350,26272,1.0,Cc1cc(=O)oc2cc(O)cc(O)c12
351,1332,1.0,CC(C)N(C(=O)CCl)c1ccccc1
352,26308,1.0,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6CC(O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1
353,28611,1.0,O=C(Nc1ccccc1)c1ccccc1O
354,26450,1.0,CCCCCCCCC(CCCCCC)C(=O)O
355,26872,1.0,CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1
356,6076,1.0,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1
357,25807,1.0,CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
358,278,1.0,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl
359,7773,1.0,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+]
360,20980,1.0,C=CC(OCC)OCC
361,1285,1.0,CC(C=O)Cc1ccc(C(C)(C)C)cc1
362,946,1.0,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
363,29000,1.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C
364,345,1.0,O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1
365,28616,1.0,O=[N+]([O-])c1cccc2ccccc12
366,21461,1.0,[O-][n+]1ccccc1SSc1cccc[n+]1[O-]
367,1333,1.0,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
368,11800,1.0,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
369,319,1.0,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.Cl
370,24549,1.0,CCCCCCCCn1sccc1=O
371,4845,1.0,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N.[Cl-]
372,5540,1.0,O=[N+]([O-])c1ccc(O)c2ncccc12
373,4458,1.0,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl
374,6314,1.0,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
375,3110,1.0,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1
376,6190,1.0,CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
377,6190,1.0,CC(C)(C)c1cc(O)ccc1O
378,1031,1.0,CCN(CC)C(=S)SSC(=S)N(CC)CC
379,28653,1.0,CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2.Cl
380,26358,1.0,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
381,1464,1.0,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2
382,5599,1.0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
383,1373,1.0,COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1
384,2801,1.0,COc1ccc(C2NC(=S)N3C(c4ccc(OC)c(OC)c4)NC(=S)N23)cc1OC
385,28505,1.0,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1
386,2595,1.0,N=C(N)NN=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1
387,4458,1.0,O=C(Nc1ccc(Br)cc1)c1cc(Br)c(Br)s1
388,1409,1.0,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
389,8038,1.0,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O
390,25944,1.0,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1
391,21752,1.0,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
392,11980,1.0,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
393,6314,1.0,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)[O-])O3)O2)O1.[Na+]
394,4845,1.0,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
395,25173,1.0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
396,28804,1.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]12
397,10636,1.0,c1ccc2c(c1)OCC(C1=NCCN1)O2
398,3693,1.0,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1
399,804,1.0,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
400,27831,1.0,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
401,26807,1.0,CCN(CC)C(=S)SSC(=S)N(CC)CC
402,319,1.0,CC[C@H](OC(C)=O)C(C[C@H](C)NC)(c1ccccc1)c1ccccc1.Cl
403,342,1.0,CN(CCCl)CCCl.Cl
404,20980,1.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl
405,28571,1.0,CNCCC=C1c2ccccc2CCc2ccccc21.Cl
406,4501,1.0,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1.Cl
407,26235,1.0,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl
408,22248,1.0,CCC1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)OC2C1C
409,1314,1.0,CN(C)C(=S)SSC(=S)N(C)C
410,25645,1.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
411,26092,1.0,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
412,25625,1.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
413,1239,1.0,N#CSCSC#N
414,1577,1.0,O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1
415,28485,1.0,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
416,13163,1.0,Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(S(=O)(=O)C(F)(F)F)cc1
417,13382,1.0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
418,21897,1.0,Cc1ccc(O)c2ncccc12
419,1322,1.0,CCCCCCCCCOC(=O)c1ccc(O)cc1
420,26231,1.0,[Cd+2].[Cl-].[Cl-]
421,26903,1.0,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C.[Na+]
422,28924,1.0,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2]
423,3369,1.0,O=CC(Br)(Br)Br
424,20484,1.0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
425,1322,1.0,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
426,5757,1.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
427,1332,1.0,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
428,5599,1.0,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
429,226,1.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
430,1462,1.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
431,1667,1.0,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12
432,2742,1.0,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
433,2742,1.0,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
434,20625,1.0,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O
435,27775,1.0,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
436,5138,1.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
437,28668,1.0,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21
438,8015,1.0,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
439,20672,1.0,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl
