,DSSTox_CID,NR-ER,SMILES
211,28795,0.0,O=C(OCc1ccccc1)c1ccc(O)cc1
212,12421,0.0,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1
213,15156,0.0,O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N(CCO)CCO)n2)cc1.[Na+].[Na+].[Na+].[Na+]
214,5401,0.0,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I.[Na+].[Na+]
215,24371,0.0,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+]
216,28275,0.0,CN(C)C(=S)[S-].[Na+]
217,7367,0.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
218,1035,0.0,O=[N+]([O-])O[Cd]O[N+](=O)[O-]
219,3095,0.0,Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
220,7653,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
221,13097,0.0,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
222,9601,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1
223,24506,0.0,Cc1ccc(O)c(-n2nc3ccccc3n2)c1
224,16435,0.0,Cc1cc(C(C)(C)c2cc(C)c(O)c(C)c2)cc(C)c1O
225,6728,0.0,Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
226,26058,0.0,CCOc1ccc([N+](=O)[O-])cc1
227,22518,0.0,CC(CN1c2ccccc2Sc2cccnc21)N(C)C.Cl
228,27261,0.0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl
229,4566,0.0,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
230,2951,0.0,CNc1ccc(O)cc1.CNc1ccc(O)cc1.O=S(=O)(O)O
231,7016,0.0,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
232,6606,0.0,CC(C)COC(=O)c1ccc(N)cc1
233,28475,0.0,Cc1cc(=O)oc2cc(O)ccc12.O
234,1214,0.0,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
235,24125,0.0,O=C(CS)Nc1ccccc1
236,3548,0.0,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1
237,2721,0.0,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
238,27116,0.0,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
239,4316,0.0,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
240,27591,0.0,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
241,6340,0.0,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
242,10312,0.0,C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1
243,27374,0.0,CCCCCCc1ccc(O)cc1O
244,9776,0.0,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
245,21787,0.0,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
246,5929,0.0,c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1
247,5218,0.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
248,24680,0.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
249,3670,0.0,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
250,14903,0.0,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21.Cl
251,21609,0.0,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl
252,12678,0.0,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
253,16105,0.0,O=C1C(I)=CC(=C(c2cc(I)c(O)c(I)c2)c2ccccc2C(=O)O)C=C1I
254,1483,0.0,OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O
255,6872,0.0,COc1ccc(C(=O)c2ccccc2)c(O)c1
256,22261,0.0,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21
257,2587,0.0,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1
258,28894,0.0,O=C(O)/C=C/C(=O)O.c1ccc(C(O[C@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1
259,2112,0.0,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
260,63,0.0,CCCCCCCOC(=O)c1ccc(O)cc1
261,17131,0.0,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
262,26307,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
263,29370,0.0,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O
264,3973,0.0,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C
265,9316,0.0,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1
266,161,0.0,O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
267,292,0.0,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
268,1601,0.0,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
269,27712,0.0,Cc1cc(N=Nc2ccccc2C)ccc1N
270,3260,0.0,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC
271,25438,0.0,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O.Cl
272,2476,0.0,COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2.Cl
273,20536,0.0,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1
274,27905,0.0,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
275,8117,0.0,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
276,25207,0.0,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C
277,1929,0.0,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32
278,26772,0.0,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
279,7982,0.0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
280,13003,0.0,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
281,5764,0.0,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1
282,29159,0.0,CCCCCCc1ccc(O)cc1O
283,6205,0.0,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[Li+]
284,28700,0.0,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.[Na+]
285,14611,0.0,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl
286,10055,0.0,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1
287,13270,0.0,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
288,6548,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
289,21699,0.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
290,25780,0.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
291,28986,0.0,Brc1c2ccccc2cc2ccccc12
292,12029,0.0,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O
293,27527,0.0,CCCCCCCCCCCCCCC(Br)C(=O)O
294,18884,0.0,CCCCCCCCOc1ccc(C(=O)O)cc1
295,26014,0.0,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
296,14186,0.0,O=c1cc(-c2ccccc2)oc2ccccc12
297,25530,0.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
298,1686,0.0,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
299,17703,0.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1
300,25357,0.0,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O
301,25938,0.0,CNc1ccc([N+](=O)[O-])cc1
302,21909,0.0,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+]
303,29064,0.0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
304,4815,0.0,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl
305,4720,0.0,CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
306,3422,0.0,N#CCC#N
307,20001,0.0,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1
308,4621,0.0,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1
309,6306,0.0,CCCCCCCCCCCCCOP(=O)(O)O
310,464,0.0,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1
311,21136,0.0,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br
312,24770,0.0,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
313,4933,0.0,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
314,806,0.0,ICCc1ccccc1
315,24406,0.0,O=C(CCl)c1ccc(Cl)cc1Cl
316,25136,0.0,CCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
317,3753,0.0,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C.[Na+]
318,26945,0.0,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C.[Na+]
319,4156,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]
320,9149,0.0,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.Cl
321,6097,0.0,Cl.F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2
322,25655,0.0,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl
323,10701,0.0,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1
324,5553,0.0,O=C(CCl)C(Cl)Cl
325,5892,0.0,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1
326,26846,0.0,O=Cc1ccccc1C=O
327,14724,0.0,OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O
328,22380,0.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
329,12516,0.0,CN(C)C(=S)[S-].[Na+]
330,17207,0.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
331,2678,0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
332,28566,0.0,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1
333,10955,0.0,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
334,17551,0.0,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1.Cl.Cl
335,26390,0.0,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl
336,20758,0.0,CN(C)c1ccc(N=O)cc1
337,2256,0.0,Nc1ccc(O)cc1
338,4071,0.0,Nc1nc2nc[nH]c2c(=S)[nH]1
339,7343,0.0,CC(=O)Nc1ccc(C(=O)CCl)cc1
340,9706,0.0,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
341,2875,0.0,CC(C)(C)CC(C)(C)c1ccc(O)cc1
342,5337,0.0,Oc1cccc2cccnc12
343,20617,0.0,Oc1ccc(OCc2ccccc2)cc1
344,1846,0.0,S=c1[nH]cnc2[nH]cnc12
345,3150,0.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)[O-])c1.[Na+]
346,7399,0.0,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1
347,27464,0.0,C[Hg]Cl
348,6975,0.0,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
349,22144,0.0,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
350,24977,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1.Cl
351,1519,0.0,Cl.Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
352,8842,0.0,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
353,20283,0.0,C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
354,16646,0.0,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
355,651,0.0,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21
356,2332,0.0,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
357,27857,0.0,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N
358,26911,0.0,N#CSc1ccc(N)c([N+](=O)[O-])c1
359,12722,0.0,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCCNC(=N)N)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1.O=S(=O)(O)O.O=S(=O)(O)O
360,28931,0.0,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
361,2007,0.0,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
362,5133,0.0,CCCCOC(=O)c1ccc(N)cc1
363,25327,0.0,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O
364,9233,0.0,CCCCC/C=C\C=C\C(=O)OCC
365,26275,0.0,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
366,24900,0.0,O=C1C(=Cc2cccs2)CCCC1=Cc1cccs1
367,5843,0.0,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
368,1130,0.0,O=C/C(Cl)=C(/Cl)C(=O)O
369,11862,0.0,CCCCCCCCCCCCCCCCCCOCC(O)CO
370,21489,0.0,Oc1ccc(Cl)cc1Cc1ccccc1
371,28148,0.0,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
372,24543,0.0,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)[O-])c3O[C@H]2C[C@H]1O.[Na+]
373,7918,0.0,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
374,25808,0.0,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
375,712,0.0,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
376,1254,0.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
377,365,0.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
378,7181,0.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
379,7139,0.0,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
380,7722,0.0,Cc1cc(N=Nc2ccccc2C)ccc1N
381,595,0.0,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C(C)[C@]4(C)[C@H]3CC[C@]12C
382,2841,0.0,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
383,13565,0.0,C#CCN(C)CCCOc1ccc(Cl)cc1Cl.Cl
384,21300,0.0,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl
385,11380,0.0,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl.Cl
386,15203,0.0,Cl.O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
387,14539,0.0,O=C1OC(O)C(C(Cl)Cl)=C1Cl
388,3877,0.0,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
389,28618,0.0,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
390,25834,0.0,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
391,327,0.0,CNCCCC12CCC(c3ccccc31)c1ccccc12
392,15481,0.0,CNCCCCOc1ccccc1Cc1ccccc1
393,24273,0.0,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
394,27421,0.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
395,27198,0.0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
396,7264,0.0,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
397,2976,0.0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
398,5449,0.0,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
399,3925,0.0,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
400,872,0.0,O=C1c2ccccc2-c2n[nH]c3cccc1c23
401,27088,0.0,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1
402,3997,0.0,CCCCCc1ccc(C)cc1O
403,5038,0.0,CCCCOC(=O)c1ccc(O)cc1
404,1719,0.0,CCCCCCOC(=O)c1ccc(O)cc1
405,26207,0.0,Oc1cccc2cccnc12
406,22038,0.0,Oc1cccc2cccnc12
407,8670,0.0,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12
408,978,0.0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
409,11526,0.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
410,29310,0.0,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O
411,7557,0.0,Br.C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCc1ccccc1
412,28394,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC
413,926,0.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12
414,1410,0.0,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
415,27783,0.0,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
416,23711,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
417,1309,0.0,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
418,1196,0.0,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
419,1659,0.0,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1
420,24650,0.0,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl
421,6838,0.0,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1.Cl
422,96,0.0,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1.Cl
423,3587,0.0,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
424,14070,0.0,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
425,27679,0.0,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
426,24946,0.0,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
427,16227,0.0,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
428,3650,0.0,N#CCCC(Br)(C#N)CBr
429,4966,0.0,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
430,11132,0.0,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1
431,27627,0.0,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
432,194,0.0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
433,736,0.0,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
434,7791,0.0,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
435,5504,0.0,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
436,9569,0.0,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
437,6446,0.0,O=C/C(Cl)=C(/Cl)C(=O)O
438,28815,0.0,Cc1ccc(S(=O)(=O)O)cc1.NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1
439,22239,0.0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
440,4394,0.0,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
441,3473,0.0,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O
442,25223,0.0,CCCCCCc1ccc(O)cc1O
443,27340,0.0,CC(C)CCCCCCc1ccc(O)cc1
444,4838,0.0,S=C(SSSSSSC(=S)N1CCCCC1)N1CCCCC1
445,9870,0.0,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+]
446,12581,0.0,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
447,27039,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
