,DSSTox_CID,SR-MMP,SMILES
193,9360,0.0,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]
194,2900,0.0,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
195,13863,0.0,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl
196,12623,0.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
197,20245,0.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
198,24778,0.0,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@@]5(C)C(CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)[C@@H](O)C[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
199,21465,0.0,Oc1c(Cl)cc(Cl)c2cccnc12
200,2051,0.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
201,10162,0.0,Oc1ccc(O)cc1
202,1404,0.0,CCCCCCCCCCCCc1ccccc1O
203,4735,0.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
204,4534,0.0,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
205,17626,0.0,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
206,146,0.0,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](C(C)C)NC1=O
207,981,0.0,Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C
208,5971,0.0,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC.Cl
209,5010,0.0,ClC1=C(Cl)[C@@]2(Cl)[C@@H]3[C@@H](Cl)C(Cl)C[C@@H]3C1(Cl)C2(Cl)Cl
210,6714,0.0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
211,10310,0.0,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
212,26788,0.0,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
213,22006,0.0,Nc1ccc2cc3ccccc3cc2c1
214,25902,0.0,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
215,7920,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
216,26912,0.0,NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21
217,25441,0.0,CC(C)(C)c1csc(-c2cc3cc(OCc4ccccc4CC(=O)O)ccc3o2)n1
218,27540,0.0,CCc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2CN2CCN(c3ccc(OC)cc3)CC2)ccc1OCC(=O)O
219,5808,0.0,COC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
220,9208,0.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
221,20437,0.0,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31
222,26552,0.0,O=c1[nH]sc2ccccc12
223,7748,0.0,C[C@@]12C(=O)OC(=O)[C@]1(C)C1CCC2O1
224,3555,0.0,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
225,13054,0.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
226,6081,0.0,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
227,5560,0.0,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
228,28394,0.0,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-]
229,18694,0.0,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+]
230,21853,0.0,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-]
231,30037,0.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
232,5670,0.0,CC(C)CC(C)N(c1ccccc1)c1ccc(N)cc1
233,28920,0.0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
234,24130,0.0,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
235,2658,0.0,CCCC[Sn](Cl)(CCCC)CCCC
236,7521,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl.Cl
237,6840,0.0,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
238,21659,0.0,Cl.Nc1c2ccccc2nc2ccccc12.O
239,10955,0.0,CCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
240,1968,0.0,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
241,9167,0.0,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
242,26142,0.0,CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O
243,3690,0.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1
244,1282,0.0,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
245,27391,0.0,Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl
246,21263,0.0,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
247,25550,0.0,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
248,2544,0.0,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
249,7592,0.0,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1
250,4894,0.0,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
251,3905,0.0,F[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
252,861,0.0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
253,14225,0.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
254,1058,0.0,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.COC(N)(CO)CO
255,2341,0.0,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
256,14970,0.0,O=C(O)[C@@H](S)[C@H](S)C(=O)O
257,27241,0.0,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
258,28234,0.0,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21
259,21424,0.0,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1
260,29155,0.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
261,26060,0.0,O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1
262,3173,0.0,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1OP(=O)(O)O
263,15592,0.0,Cc1ccc2c(Br)cc(Br)c(O)c2n1
264,28695,0.0,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
265,1546,0.0,CCCCCCCCCCn1cc[n+](C)c1.[Br-]
266,14837,0.0,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
267,710,0.0,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1
268,255,0.0,Cl.N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1
269,2109,0.0,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1
270,29380,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
271,13270,0.0,Fc1ccccc1[C@@H](F)CO[C@H]1CC[C@H](Nc2[nH]cnc3nncc2-3)CC1
272,21117,0.0,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
273,7246,0.0,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21
274,24858,0.0,CCCOc1ccc2[nH]c(NC(=O)OC)nc2c1
275,18925,0.0,Oc1cc(Cl)c(Cl)c(Cl)c1
276,3819,0.0,OCC(S)CS
277,14460,0.0,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34
278,5358,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
279,26990,0.0,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O
280,16105,0.0,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
281,22248,0.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
282,25955,0.0,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
283,25323,0.0,Oc1ccc(O)cc1
284,14617,0.0,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
285,1442,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
286,12367,0.0,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1.Cl
287,20001,0.0,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
288,25193,0.0,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1
289,28570,0.0,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
290,4319,0.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C.Cc1ccc(S(=O)(=O)O)cc1
291,9759,0.0,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1
292,25746,0.0,CCCCCCCCCCn1cc[n+](C)c1.[Cl-]
293,8300,0.0,CCOC(=O)c1ccccc1C(=C1C=C(Br)C(=O)C(Br)=C1)c1cc(Br)c(O)c(Br)c1
294,5924,0.0,CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC
295,4125,0.0,Nc1ccc(Nc2ccccc2)cc1
296,6956,0.0,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
297,889,0.0,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21
298,3351,0.0,Cc1cc(=O)oc2cc(O)cc(O)c12
299,7147,0.0,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr
300,9324,0.0,CC(C)N(C(=O)CCl)c1ccccc1
301,9604,0.0,O=C(Nc1ccccc1)c1ccccc1O
302,17751,0.0,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1
303,27892,0.0,CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
304,14382,0.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
305,28834,0.0,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
306,1817,0.0,O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1
307,27701,0.0,[O-][n+]1ccccc1SSc1cccc[n+]1[O-]
308,16690,0.0,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
309,12077,0.0,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.Cl
310,27609,0.0,CCCCCCCCn1sccc1=O
311,24436,0.0,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N.[Cl-]
312,6612,0.0,O=[N+]([O-])c1ccc(O)c2ncccc12
313,1114,0.0,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1
314,3057,0.0,CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
315,27482,0.0,CC(C)(C)c1cc(O)ccc1O
316,2799,0.0,CCN(CC)C(=S)SSC(=S)N(CC)CC
317,24250,0.0,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
318,26477,0.0,COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1
319,407,0.0,COc1ccc(C2NC(=S)N3C(c4ccc(OC)c(OC)c4)NC(=S)N23)cc1OC
320,479,0.0,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1
321,27284,0.0,N=C(N)NN=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1
322,29092,0.0,O=C(Nc1ccc(Br)cc1)c1cc(Br)c(Br)s1
323,24362,0.0,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl
324,8842,0.0,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O
325,26663,0.0,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1
326,22423,0.0,CCCCCCCCCCCCc1ccccc1O
327,24538,0.0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
328,11248,0.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]12
329,21793,0.0,c1ccc2c(c1)OCC(C1=NCCN1)O2
330,21572,0.0,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
331,24029,0.0,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
332,16512,0.0,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
333,6124,0.0,CCC1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)OC2C1C
334,1935,0.0,CN(C)C(=S)SSC(=S)N(C)C
335,28647,0.0,Nc1ccc(O)cc1
336,6,0.0,O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1
337,369,0.0,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
338,28501,0.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
339,22157,0.0,O=c1c(-c2ccccc2)c1-c1ccccc1
340,21041,0.0,Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(S(=O)(=O)C(F)(F)F)cc1
341,615,0.0,Cc1ccc(O)c2ncccc12
342,20611,0.0,CCCCCCCCCOC(=O)c1ccc(O)cc1
343,2944,0.0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
344,7865,0.0,[Cd+2].[Cl-].[Cl-]
345,9651,0.0,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2]
346,1157,0.0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
347,7047,0.0,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
348,26836,0.0,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
349,542,0.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
350,17577,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
351,25385,0.0,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
352,22521,0.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
353,24976,0.0,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl
354,14666,0.0,Cl[V](Cl)(C1C=CC=C1)C1C=CC=C1
355,25637,0.0,CN(C)c1ccc(N=O)cc1
356,4209,0.0,CNC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F
357,24599,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
358,24744,0.0,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1
359,1217,0.0,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
360,3437,0.0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21
361,1727,0.0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
362,28951,0.0,NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1
363,4049,0.0,CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O
364,5274,0.0,CCCCNC(=O)OCC#CI
365,3672,0.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
366,28760,0.0,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
367,9474,0.0,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
368,12459,0.0,O1[As]2O[As]3O[As]1O[As](O2)O3
369,13754,0.0,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
370,12580,0.0,CC(C)(C)CC(C)(C)c1ccc(O)cc1
371,21964,0.0,CC(C)(C)CC(C)(C)c1ccccc1O
372,23913,0.0,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O
373,6225,0.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
374,26575,0.0,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
375,776,0.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
376,20295,0.0,[Na+].[Na+].[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-]
377,26244,0.0,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3.[Na+]
378,3949,0.0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1.[Na+]
379,13595,0.0,Oc1c(Br)c(Br)c(Br)c(Br)c1Br
380,4395,0.0,CCNC(=O)/C=C/c1cccc(Br)c1
381,4703,0.0,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
382,664,0.0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
383,9072,0.0,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1
384,7407,0.0,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
385,3494,0.0,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
386,1867,0.0,CCCC[Sn](CCCC)(CCCC)CCCC
387,7323,0.0,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
388,26757,0.0,O=C(Nc1cccc(Cl)c1)OCC#CCCl
389,1686,0.0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
390,14768,0.0,C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl
391,1030,0.0,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O
392,6514,0.0,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O
393,3238,0.0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
394,21324,0.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
395,27797,0.0,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
396,12306,0.0,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
397,4798,0.0,CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1
398,24898,0.0,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.O
399,1518,0.0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
400,22062,0.0,O=C(CCCCCCC(=O)Nc1ccccc1)NO
401,2589,0.0,Cc1cccc(C)c1Nc1ncccc1C(=O)O
402,12683,0.0,O=C1c2ccccc2C(=O)N1SC1CCCCC1
403,1318,0.0,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl
404,10698,0.0,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1
405,29319,0.0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]
406,1629,0.0,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]
407,91,0.0,O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N(CCO)CCO)n2)cc1.[Na+].[Na+].[Na+].[Na+]
408,13101,0.0,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I.[Na+].[Na+]
409,6796,0.0,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+]
410,2189,0.0,CN(C)C(=S)[S-].[Na+]
411,28173,0.0,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1
412,12954,0.0,O=[N+]([O-])O[Cd]O[N+](=O)[O-]
413,6369,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1
414,27155,0.0,Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
415,3793,0.0,CCOc1ccc([N+](=O)[O-])cc1
