,DSSTox_CID,NR-PPAR-gamma,SMILES
232,12500,1.0,Cc1ccc(O)c(-n2nc3ccccc3n2)c1
233,811,1.0,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O.Cl
234,26429,1.0,CC(CN1c2ccccc2Sc2cccnc21)N(C)C.Cl
235,6314,1.0,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
236,12589,1.0,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
237,15204,1.0,COc1ccc(C=CC(=O)OCCC(C)C)cc1
238,21461,1.0,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
239,24796,1.0,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1
240,14981,1.0,CC(C)COC(=O)c1ccc(N)cc1
241,5540,1.0,Nc1ncnc2[nH]cnc12
242,6314,1.0,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
243,166,1.0,O=C(CS)Nc1ccccc1
244,26808,1.0,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1
245,1421,1.0,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
246,24525,1.0,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
247,20757,1.0,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
248,3197,1.0,CC1=CC(=O)c2ccccc2C1=O
249,23909,1.0,Oc1c(I)cc(Cl)c2cccnc12
250,28505,1.0,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
251,28144,1.0,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
252,27315,1.0,O=C(Nc1ccccc1)c1cc(Cl)ccc1O
253,21752,1.0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]
254,24851,1.0,COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1.[Na+]
255,7403,1.0,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl
256,1150,1.0,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
257,22129,1.0,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl
258,22500,1.0,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
259,20760,1.0,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
260,20725,1.0,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F
261,1239,1.0,N=C(Nc1ccccc1)Nc1ccccc1
262,1239,1.0,COc1ccc(C(=O)c2ccccc2)c(O)c1
263,1577,1.0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
264,21897,1.0,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21
265,12551,1.0,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
266,1322,1.0,COc1cc(O)cc(O)c1
267,26231,1.0,CCCCCCCOC(=O)c1ccc(O)cc1
268,26903,1.0,O=S(=O)(O)c1ccc(O)cc1
269,28924,1.0,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C
270,7926,1.0,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1
271,811,1.0,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
272,24910,1.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
273,3719,1.0,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
274,5599,1.0,Cc1cc(O)c(Cl)c(C)c1Cl
275,3050,1.0,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
276,26545,1.0,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
277,1462,1.0,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
278,1667,1.0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
279,20625,1.0,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
280,22243,1.0,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1
281,8015,1.0,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
282,6107,1.0,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32
283,24936,1.0,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
284,3764,1.0,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
285,2153,1.0,C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]
286,25701,1.0,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[Li+]
287,653,1.0,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.[Na+]
288,21629,1.0,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
289,653,1.0,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl
290,27268,1.0,Cl.Cl.NCCNc1cccc2ccccc12
291,29004,1.0,Cl.N[C@@H](Cc1cnc[nH]1)C(=O)O
292,26738,1.0,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1.Cl
293,12589,1.0,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1
294,29080,1.0,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-]
295,17734,1.0,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
296,25902,1.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
297,1680,1.0,Brc1c2ccccc2cc2ccccc12
298,5540,1.0,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
299,26307,1.0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
300,4499,1.0,CCCCCCCCCCCCCCC(Br)C(=O)O
301,813,1.0,O=c1cc(-c2ccccc2)oc2ccccc12
302,690,1.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
303,26134,1.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1
304,276,1.0,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
305,3636,1.0,CNc1ccc([N+](=O)[O-])cc1
306,3050,1.0,O=C(O)C1C2CCC(O2)C1C(=O)O
307,3660,1.0,Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C
308,1577,1.0,C/C=C(C)/C=C/C=C(C)C
309,17131,1.0,C=CC(=C)C
310,7950,1.0,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1
311,20404,1.0,[Cl-].[Cl-].[Cu+2]
312,24203,1.0,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
313,740,1.0,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
314,28961,1.0,ICCc1ccccc1
315,20705,1.0,CC=Cc1ccc(O)c(OC)c1
316,28959,1.0,OCCN1CCNCC1
317,6081,1.0,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
318,740,1.0,CCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
319,21978,1.0,O=C(c1ccccc1)c1ccc(O)c(O)c1O
320,28152,1.0,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-]
321,3907,1.0,Cc1coc2c1CCC(C)C2
322,27545,1.0,CCCCC(=O)Cl
323,29268,1.0,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C.[Na+]
324,12647,1.0,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C.[Na+]
325,22390,1.0,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)[O-])O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4OC4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.[NH4+]
326,26413,1.0,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O
327,26114,1.0,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1.Cl
328,20712,1.0,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl
329,3746,1.0,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1
330,1421,1.0,O=C(CCl)C(Cl)Cl
331,510,1.0,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21.[Cl-].[Cl-]
332,3050,1.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
333,6107,1.0,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+]
334,26565,1.0,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1
335,344,1.0,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
336,3660,1.0,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
337,582,1.0,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1
338,1084,1.0,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
339,26257,1.0,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
340,5401,1.0,CCOc1cc(-c2nccc3cc(OC)c(OC)cc23)cc(OCC)c1OCC
341,139,1.0,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1.Cl.Cl
342,28738,1.0,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
343,29127,1.0,Nc1ccc(O)cc1
344,290,1.0,Nc1nc2nc[nH]c2c(=S)[nH]1
345,24454,1.0,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
346,3227,1.0,O=c1c2ccccc2[se]n1-c1ccccc1
347,24206,1.0,CC(C)(C)CC(C)(C)c1ccc(O)cc1
348,28584,1.0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
349,3907,1.0,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+]
350,3169,1.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)[O-])c1.[Na+]
351,25522,1.0,C[Hg]Cl
352,26131,1.0,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
353,27253,1.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl
354,26151,1.0,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21
355,26160,1.0,Cl.Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
356,25118,1.0,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
357,20745,1.0,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
358,24615,1.0,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
359,21141,1.0,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21
360,290,1.0,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
361,3752,1.0,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1
362,24779,1.0,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
363,368,1.0,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1
364,3719,1.0,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCCNC(=N)N)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1.O=S(=O)(O)O.O=S(=O)(O)O
365,4488,1.0,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
366,2652,1.0,COc1ccc(N)cc1N.O=S(=O)(O)O
367,14928,1.0,O=C(CCCCCCC(=O)Nc1ccccc1)NO
368,29297,1.0,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
369,38,1.0,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O
370,4209,1.0,CNC(=O)Oc1ccccc1C(=O)Nc1ccccc1
371,14881,1.0,O=C1C(=Cc2cccs2)CCCC1=Cc1cccs1
372,807,1.0,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
373,21206,1.0,CCCCCCCCCCCCCCCCCCOCC(O)CO
374,3742,1.0,Oc1ccc(Cl)cc1Cc1ccccc1
375,26908,1.0,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
376,29002,1.0,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
377,2396,1.0,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
378,25587,1.0,O=S(=O)([O-])c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)cc(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+]
379,22324,1.0,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)[O-])c3O[C@H]2C[C@H]1O.[Na+]
380,25341,1.0,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
381,331,1.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
382,911,1.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
383,26216,1.0,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
384,915,1.0,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
385,26501,1.0,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
386,28699,1.0,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C(C)[C@]4(C)[C@H]3CC[C@]12C
387,25389,1.0,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
388,28597,1.0,C#CCN(C)CCCOc1ccc(Cl)cc1Cl.Cl
389,24203,1.0,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl
390,5013,1.0,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl.Cl
391,20751,1.0,Cl.O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
392,7963,1.0,O=C1OC(O)C(C(Cl)Cl)=C1Cl
393,674,1.0,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
394,22011,1.0,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
395,27307,1.0,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1
396,27629,1.0,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
397,3569,1.0,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
398,6725,1.0,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
399,344,1.0,CN1[C@@H]2CC[C@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2
400,582,1.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
401,28721,1.0,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I
402,21197,1.0,CCOC(=O)c1cccc(N)c1.CS(=O)(=O)O
403,24738,1.0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
404,290,1.0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
405,20705,1.0,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
406,1031,1.0,O=C1c2ccccc2-c2n[nH]c3cccc1c23
407,4209,1.0,Oc1c(Br)cc(Br)c2cccnc12
408,5045,1.0,CCCCOC(=O)c1ccc(O)cc1
409,6573,1.0,CCCCCCOC(=O)c1ccc(O)cc1
410,7604,1.0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
411,24776,1.0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
412,826,1.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
413,5355,1.0,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O
414,2143,1.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br
415,27248,1.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC
416,740,1.0,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
417,5355,1.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
418,6035,1.0,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
419,21317,1.0,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1
420,21799,1.0,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O
421,14528,1.0,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl
422,27312,1.0,Cl.N=C(N)NC(=N)NCCc1ccccc1
423,27139,1.0,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
424,3519,1.0,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1
425,1387,1.0,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
426,20699,1.0,CCCOC(=O)c1ccc(N)cc1
427,331,1.0,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
428,4052,1.0,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1
429,9315,1.0,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
430,5680,1.0,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
431,5506,1.0,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
432,27164,1.0,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
433,5744,1.0,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
434,9869,1.0,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O
435,807,1.0,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
436,14833,1.0,CCCCCCc1ccc(O)cc1O
437,15010,1.0,CC(C)CCCCCCc1ccc(O)cc1
438,3742,1.0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
439,3742,1.0,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.O.O.O.[Cl-]
440,20284,1.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
441,29387,1.0,CC(C)NCC(O)COc1ccccc1-n1cccc1
442,915,1.0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
443,6922,1.0,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
