,DSSTox_CID,SR-ARE,SMILES
233,7342,0.0,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21.[Na+].[Na+]
234,18879,0.0,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+]
235,4048,0.0,CC1(C)OC[C@@H]2O[C@@]3(C(=O)[O-])OC(C)(C)O[C@H]3[C@@H]2O1.[Na+]
236,17509,0.0,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+]
237,31461,0.0,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1.[Na+]
238,28517,0.0,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]
239,3746,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1
240,446,0.0,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
241,7041,0.0,Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
242,31545,0.0,O=c1sc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21
243,4571,0.0,Fc1cc(Br)ccc1CBr
244,26515,0.0,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
245,710,0.0,C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
246,14091,0.0,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
247,10336,0.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
248,20797,0.0,C[C@@H]1CCC[C@H](C)N1CCCC(O)(c1ccccc1)c1ccccn1
249,7152,0.0,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-]
250,16514,0.0,CC(C)=CCC/C(C)=C/CO
251,21816,0.0,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
252,8032,0.0,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
253,15423,0.0,c1ccc2c(c1)CCc1ccccc1N2
254,26913,0.0,c1ccc2c(c1)sc1ccccc12
255,2841,0.0,C1N2CN3CN1CN(C2)C3
256,20660,0.0,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O
257,87,0.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
258,5218,0.0,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
259,26194,0.0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C
260,15753,0.0,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
261,4888,0.0,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
262,2978,0.0,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1
263,3503,0.0,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
264,1642,0.0,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
265,7900,0.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1
266,2131,0.0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
267,26342,0.0,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
268,27151,0.0,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
269,6085,0.0,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
270,28975,0.0,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
271,22491,0.0,CC(C)c1cccc(C(C)C)c1O
272,12618,0.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
273,22233,0.0,CCC1(C)CC(=O)NC1=O
274,9156,0.0,CCO[C@H]1O[C@@H]2OC3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3
275,1731,0.0,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-]
276,332,0.0,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1
277,27857,0.0,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
278,514,0.0,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1
279,3824,0.0,Cc1ccc(Cl)c(O)c1
280,24868,0.0,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
281,24341,0.0,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
282,6254,0.0,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
283,4394,0.0,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1
284,7557,0.0,CCCC(=O)O[C@]1(C(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
285,6,0.0,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
286,14005,0.0,CCC1(c2ccccc2)C(=O)NCNC1=O
287,13054,0.0,CCCC(CCC)(C(=O)OCC)C(=O)OCC
288,178,0.0,CCCCCCCCCCC(CO)CCCCCCCC
289,5557,0.0,CCCCCCCCCCCCCCCCN
290,792,0.0,CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(OC)CC[C@@H]12
291,9062,0.0,CCCS(=O)c1ccc2[nH]c(NC(=O)OC)nc2c1
292,9361,0.0,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
293,23714,0.0,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
294,22075,0.0,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C.Cl
295,1085,0.0,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl
296,3932,0.0,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl
297,262,0.0,CCCNC(C)(C)COC(=O)c1ccccc1.Cl
298,1383,0.0,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C.Cl
299,6642,0.0,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl
300,13755,0.0,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl
301,15180,0.0,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O.Cl.Cl
302,6563,0.0,CC(C)(N)Cc1ccc(Cl)cc1.Cl
303,7261,0.0,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1.Cl
304,25690,0.0,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl
305,1902,0.0,CC(Cc1ccccc1)NCc1ccccc1Cl.Cl
306,1555,0.0,CN(CCCl)CCCl.Cl
307,9763,0.0,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl
308,6159,0.0,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl
309,3158,0.0,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl
310,14617,0.0,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1.Cl
311,5732,0.0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl
312,27660,0.0,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl
313,1487,0.0,COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2.Cl
314,9279,0.0,Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1
315,25226,0.0,Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O
316,27940,0.0,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
317,628,0.0,Cl.NNc1ccccc1
318,14970,0.0,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl
319,21237,0.0,CC(C)CC(NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O.Cl
320,31271,0.0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl
321,8117,0.0,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
322,11862,0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl
323,27464,0.0,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
324,8842,0.0,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
325,5641,0.0,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
326,1818,0.0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
327,26075,0.0,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
328,10955,0.0,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
329,4761,0.0,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
330,13183,0.0,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
331,2662,0.0,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl
332,2254,0.0,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
333,6802,0.0,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
334,21513,0.0,Clc1ccccc1-c1nc(-c2ccncc2)no1
335,22632,0.0,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C
336,14871,0.0,CC(=O)N(CC(=O)N(C)C)c1ccccc1
337,7433,0.0,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1
338,1252,0.0,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1
339,360,0.0,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
340,5812,0.0,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
341,21121,0.0,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
342,3674,0.0,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O
343,11292,0.0,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1
344,25618,0.0,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
345,3313,0.0,COc1ccc2c(c1OC)C(=O)O[C@H]2[C@@H]1c2cc3c(cc2CCN1C)OCO3
346,25987,0.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2
347,25463,0.0,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
348,1027,0.0,CNc1c2c(nn1C)CCCC2
349,4967,0.0,CNCCCC12CCC(c3ccccc31)c1ccccc12
350,6956,0.0,COC(=O)C(Cl)C(=O)OC
351,13564,0.0,COc1c2occc2cc2ccc(=O)oc12
352,21347,0.0,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
353,24470,0.0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
354,9474,0.0,CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1
355,22146,0.0,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
356,21673,0.0,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
357,22267,0.0,COc1ccnc2c1CCCCC2S(=O)c1nc2ccccc2[nH]1
358,540,0.0,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1
359,24029,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
360,26769,0.0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
361,4155,0.0,FC(F)(F)c1ccccc1-n1ccnc1
362,20272,0.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
363,27075,0.0,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
364,14229,0.0,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
365,24793,0.0,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1
366,7725,0.0,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F
367,7603,0.0,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1
368,17248,0.0,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I
369,13863,0.0,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
370,22380,0.0,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
371,12029,0.0,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N
372,9564,0.0,N#CCC(=O)NN
373,24555,0.0,N=C(Nc1ccccc1)Nc1ccccc1
374,17691,0.0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
375,7859,0.0,Nc1ccc(N)cc1
376,3371,0.0,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.O=C(O)/C=C\C(=O)O
377,27754,0.0,C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
378,13371,0.0,Nc1ccc(Cl)cc1C(=O)c1ccccc1F
379,28883,0.0,Nc1nc(N)nc(NC2CC2)n1
380,2421,0.0,Nc1nc(N)c(-c2ccccc2)s1
381,2478,0.0,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
382,6341,0.0,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
383,24493,0.0,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
384,28821,0.0,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO
385,24620,0.0,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
386,5301,0.0,O=[N+]([O-])c1ccc(C=NO)o1
387,11132,0.0,Cc1ncc([N+](=O)[O-])n1C
388,1336,0.0,O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1
389,4611,0.0,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1
390,9651,0.0,CC(=O)Nc1ccccc1
391,29107,0.0,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
392,28751,0.0,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
393,4465,0.0,COc1ccc(C(=O)c2ccccc2O)c(O)c1
394,25136,0.0,CCCc1ccc(OCC(=O)N2CCN(C(=O)COc3ccc(CCC)cc3OC)CC2)c(OC)c1
395,1188,0.0,CN1N=C(C(N)=O)CCC1=O
396,21416,0.0,NC(=O)c1ccc([N+](=O)[O-])cc1Cl
397,12812,0.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
398,21917,0.0,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1
399,1586,0.0,O=C(NCCO[N+](=O)[O-])c1cccnc1
400,11460,0.0,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12
401,25895,0.0,NNC(=O)c1ccncc1
402,4688,0.0,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1.O=C(O)/C=C\C(=O)O
403,14460,0.0,CN1Cc2c(N)cccc2C(c2ccccc2)C1.O=C(O)/C=C\C(=O)O
404,683,0.0,CN1CCCN=C1/C=C/c1cccs1.O=C(O)[C@H](O)[C@@H](O)C(=O)O
405,24406,0.0,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21
406,1134,0.0,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
407,7799,0.0,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O
408,9193,0.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O
409,1958,0.0,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
410,7184,0.0,C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O
411,21995,0.0,O=C(O)c1ccccc1NCCc1ccccc1
412,31520,0.0,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
413,25419,0.0,O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1
414,1761,0.0,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
415,5369,0.0,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
416,24682,0.0,O=C(O)Cc1cccc2ccccc12
417,26641,0.0,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)C(CC(C)C)NC=O
418,928,0.0,COC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
419,27252,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
420,17618,0.0,COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1
421,6442,0.0,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1
422,16438,0.0,CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
423,6029,0.0,CCOC(=O)c1cccnc1
424,13330,0.0,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12
425,804,0.0,CCOC(=O)CN1CCCC1=O
426,2871,0.0,O=C(OOC(=O)c1ccccc1)c1ccccc1
427,870,0.0,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
428,5890,0.0,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
429,3418,0.0,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
430,12511,0.0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
431,31642,0.0,CCC1(CC)C(=O)NC(=O)NC1=O
432,10698,0.0,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O
433,25769,0.0,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
434,27604,0.0,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
435,27828,0.0,CC1=NN(c2ccccc2)C(=O)C1
436,12954,0.0,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C
437,26696,0.0,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
438,5067,0.0,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O
439,31435,0.0,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
440,14338,0.0,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1
441,14769,0.0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCCC1
442,6681,0.0,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
443,26234,0.0,CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1
444,12309,0.0,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
445,3237,0.0,COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1
446,25290,0.0,CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
447,7519,0.0,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1.O=S(=O)(O)O
448,6496,0.0,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O
449,12688,0.0,N=C(N)N1CCc2ccccc2C1.N=C(N)N1CCc2ccccc2C1.O=S(=O)(O)O
450,27305,0.0,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1
451,1923,0.0,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O
452,6836,0.0,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
453,7924,0.0,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1
454,25347,0.0,Nc1ccc(O)c(C(=O)O)c1
455,889,0.0,Cc1cccc(C(=O)O)c1O
456,20948,0.0,OC(C#CCN1CCCC1)(c1ccccc1)c1ccccc1
457,4014,0.0,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
458,9248,0.0,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
459,13511,0.0,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
460,25493,0.0,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
461,150,0.0,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
462,3064,0.0,CNC[C@H](O)c1ccc(O)c(O)c1
463,2113,0.0,Oc1ccc(O)cc1
464,4368,0.0,OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
465,26798,0.0,Oc1ccc(OCc2ccccc2)cc1
466,24997,0.0,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21
467,2948,0.0,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
468,31478,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
469,7319,0.0,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
470,4240,0.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
471,1403,0.0,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
472,15006,0.0,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
473,28499,0.0,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
474,24726,0.0,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-]
475,3013,0.0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-]
476,28604,0.0,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-]
477,4723,0.0,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-]
478,26540,0.0,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1.[Br-]
479,10138,0.0,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1.[Br-]
480,29353,0.0,O=C(O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]
481,5500,0.0,CC[N+]1(CC)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
482,26935,0.0,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
483,2607,0.0,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
484,27396,0.0,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-]
485,4535,0.0,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-]
486,26482,0.0,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-]
487,20699,0.0,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]
